good_bad_flag,pct_ontime,total_ontime,max_active_of_loans,max_approval_duration,bank_name_clients,max_age_at_loan,avg_age_at_loan,employment_status,bank_account_type,total_num_of_loans,termdays
Good,100,2,2,1.018888889,Diamond Bank,32,32.3,Permanent,Other,3,30
Good,50,1,2,1.003333333,Access Bank,47,47,Permanent,Other,3,30
Good,100,2,2,1.003888889,GT Bank,40,39.7,Permanent,Savings,3,30
Bad,0,0,2,1.018888889,Stanbic IBTC,32,31.7,Permanent,Savings,3,30
Good,100,2,2,1.019444444,UBA,31,31.4,Permanent,Savings,3,30
Good,100,2,2,1.003055556,Diamond Bank,30,30.5,Permanent,Other,3,30
Good,100,2,2,1.018888889,Access Bank,25,24.8,Student,Savings,3,15
Good,100,2,2,1.018888889,Diamond Bank,28,28.1,ContractRetiredUnemployed,Savings,3,30
Good,100,2,2,1.019444444,Stanbic IBTC,30,29.8,Unknown,Savings,3,15
Good,100,2,2,1.019166667,GT Bank,27,26.7,Unknown,Savings,3,30
Bad,0,0,2,1.003055556,GT Bank,26,25.7,Permanent,Savings,3,30
Bad,0,0,2,1.001944444,Zenith Bank,32,32,Permanent,Savings,3,30
Bad,50,1,2,1.003888889,GT Bank,22,21.6,Student,Savings,3,30
Good,100,2,2,1.007777778,Fidelity Bank,33,32.5,Permanent,Savings,3,30
Good,100,2,2,1.02,FCMB,38,38.2,Permanent,Savings,3,30
Good,50,1,2,1.006666667,GT Bank,28,28.2,Permanent,Savings,3,30
Good,100,2,2,1.005,GT Bank,29,29.2,Permanent,Savings,3,30
Good,100,2,2,1.018611111,Sterling Bank,35,35.1,Permanent,Savings,3,15
Good,100,2,2,1.018611111,Stanbic IBTC,30,30.4,Permanent,Other,3,30
Bad,50,1,2,1.019444444,UBA,39,39.4,Permanent,Savings,3,30
Good,100,2,2,1.018888889,First Bank,38,38.2,Permanent,Savings,3,30
Good,100,2,2,1.019166667,UBA,36,35.7,Permanent,Savings,3,15
Bad,50,1,2,1.018888889,EcoBank,22,22,Unknown,Savings,3,30
Bad,50,1,2,1.018611111,Stanbic IBTC,25,25,Unknown,Savings,3,30
Good,100,2,2,1.002222222,GT Bank,44,43.8,Permanent,Savings,3,30
Good,100,2,2,1.003888889,First Bank,35,34.7,Permanent,Savings,3,30
Good,100,2,2,1.005,GT Bank,44,44.1,Permanent,Savings,3,15
Bad,50,1,2,1.018888889,UBA,25,25.1,Unknown,Savings,3,15
Good,50,1,2,1.002222222,Diamond Bank,42,42.3,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,30,29.8,Permanent,Savings,3,30
Good,50,1,2,1.004444444,Access Bank,26,25.8,Permanent,Savings,3,30
Bad,0,0,2,1.02,Access Bank,48,47.4,Permanent,Savings,3,30
Good,100,2,2,1.002777778,UBA,33,33.3,Permanent,Savings,3,15
Good,100,2,2,1.002222222,GT Bank,33,33.1,Unknown,Savings,3,30
Good,100,2,2,1.019166667,First Bank,32,31.7,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,25,25.4,Permanent,Savings,3,15
Good,100,2,2,1.018611111,Zenith Bank,35,34.8,Permanent,Savings,3,15
Good,100,2,2,1.004444444,GT Bank,38,38.4,Permanent,Savings,3,15
Good,50,1,2,1.018611111,First Bank,34,34.1,Permanent,Savings,3,15
Bad,0,0,2,1.018611111,UBA,41,41.4,Permanent,Savings,3,30
Bad,0,0,2,1.003611111,GT Bank,32,32.3,Permanent,Savings,3,30
Good,100,2,2,1.019166667,Access Bank,43,42.4,Permanent,Savings,3,30
Good,100,2,2,1.018888889,Diamond Bank,26,26.4,Permanent,Savings,3,30
Good,100,2,2,1.018611111,FCMB,38,37.7,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,22,22.3,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,32,32.4,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,32,32.4,Permanent,Savings,3,30
Good,50,1,2,1.018888889,Access Bank,31,31.3,Unknown,Savings,3,30
Good,100,2,2,1.021666667,UBA,31,31.4,Permanent,Savings,3,15
Bad,0,0,2,1.002222222,GT Bank,37,36.9,Unknown,Savings,3,30
Bad,0,0,2,2.474444444,Access Bank,38,37.8,Unknown,Savings,3,30
Good,100,2,2,1.924166667,GT Bank,29,29.2,Unknown,Savings,3,30
Good,100,2,2,1.019444444,GT Bank,36,36.3,Permanent,Savings,3,15
Bad,0,0,2,1.019166667,FCMB,35,34.7,Unknown,Savings,3,15
Good,100,2,2,1.019166667,GT Bank,33,32.6,Permanent,Savings,3,30
Good,100,2,2,1.018888889,Stanbic IBTC,27,26.7,Permanent,Savings,3,30
Bad,0,0,2,1.018888889,Access Bank,39,39.4,Permanent,Savings,3,15
Good,50,1,2,1.003611111,Skye Bank,23,23.4,Permanent,Savings,3,15
Good,100,2,2,4.221388889,GT Bank,27,26.9,Permanent,Savings,3,15
Good,100,2,2,1.018888889,GT Bank,33,33,Permanent,Savings,3,15
Good,100,2,2,1.018888889,Access Bank,34,33.7,Permanent,Savings,3,30
Good,50,1,2,1.003055556,UBA,37,36.4,Permanent,Savings,3,30
Bad,50,1,2,1.018888889,Diamond Bank,35,34.5,Permanent,Savings,3,30
Good,50,1,2,1.018888889,UBA,33,32.6,Permanent,Savings,3,30
Good,100,2,2,1.005,Fidelity Bank,31,31,Permanent,Savings,3,30
Bad,50,1,2,1.003888889,GT Bank,25,25.1,Student,Savings,3,30
Bad,0,0,2,2.446666667,Stanbic IBTC,36,35.9,Permanent,Savings,3,30
Bad,0,0,2,1.005,GT Bank,39,38.5,Permanent,Savings,3,30
Good,50,1,2,1.004166667,GT Bank,33,33,Permanent,Savings,3,30
Bad,50,1,2,1.003611111,Access Bank,45,44.6,Unknown,Savings,3,30
Good,50,1,2,1.018888889,Diamond Bank,33,32.6,Permanent,Savings,3,30
Bad,50,1,2,2.889166667,GT Bank,38,38.3,Permanent,Savings,3,30
Good,50,1,2,1.003055556,GT Bank,34,33.8,Permanent,Savings,3,15
Bad,50,1,2,1.019166667,GT Bank,38,37.9,Permanent,Savings,3,30
Good,100,2,2,1.019166667,EcoBank,29,29.2,Permanent,Savings,3,30
Good,50,1,2,1.002222222,Access Bank,39,39.1,Permanent,Savings,3,15
Good,100,2,2,1.018888889,Access Bank,35,34.6,Permanent,Savings,3,30
Good,100,2,2,1.018611111,GT Bank,37,36.8,Permanent,Savings,3,30
Good,100,2,2,1.002222222,First Bank,32,31.9,Unknown,Savings,3,30
Bad,50,1,2,1.018611111,Access Bank,31,31.4,Permanent,Savings,3,30
Good,100,2,2,1.019166667,EcoBank,42,42,Permanent,Savings,3,30
Good,50,1,2,1.018888889,Access Bank,37,36.5,Permanent,Savings,3,30
Good,100,2,2,1.019166667,UBA,40,40,Permanent,Savings,3,30
Good,100,2,2,1.020277778,Access Bank,32,31.9,Permanent,Savings,3,15
Bad,0,0,2,1.018888889,GT Bank,27,27.2,Permanent,Savings,3,30
Good,100,2,2,1.019444444,UBA,31,30.5,Permanent,Other,3,30
Good,50,1,2,1.018888889,GT Bank,33,33.4,Unknown,Other,3,30
Good,100,2,2,1.003611111,First Bank,28,27.8,Permanent,Savings,3,30
Good,100,2,2,1.003333333,GT Bank,37,37.2,Permanent,Savings,3,30
Good,100,2,2,1.0025,GT Bank,27,26.6,Permanent,Savings,3,30
Bad,0,0,2,1.001944444,FCMB,27,27,Unknown,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,29,28.6,Permanent,Savings,3,15
Good,100,2,2,1.018888889,GT Bank,28,27.8,Permanent,Savings,3,30
Bad,50,1,2,1.018888889,GT Bank,47,47.3,Unknown,Savings,3,30
Good,100,2,2,1.018611111,First Bank,27,26.5,Permanent,Savings,3,30
Good,100,2,2,1.019722222,EcoBank,27,26.7,Permanent,Savings,3,30
Good,100,2,2,1.018333333,Diamond Bank,31,31,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,43,43.1,Permanent,Savings,3,30
Good,100,2,2,1.019166667,GT Bank,32,32.3,Permanent,Savings,3,30
Bad,0,0,2,1.004722222,GT Bank,26,26.2,Permanent,Savings,3,30
Good,50,1,2,1.018888889,GT Bank,36,35.9,Permanent,Savings,3,30
Good,100,2,2,1.019166667,First Bank,35,35.4,Self-Employed,Savings,3,15
Bad,0,0,2,1.018888889,GT Bank,29,29.3,Permanent,Other,3,15
Good,50,1,2,1.018888889,First Bank,35,34.4,Permanent,Savings,3,30
Good,100,2,2,1.019166667,Skye Bank,36,36.4,Permanent,Other,3,30
Good,100,2,2,1.018611111,First Bank,36,36.2,Permanent,Other,3,30
Good,50,1,2,1.019166667,Access Bank,32,31.7,Unknown,Savings,3,30
Good,100,2,2,1.001944444,Zenith Bank,32,32.1,Permanent,Savings,3,30
Good,100,2,2,1.019722222,Diamond Bank,33,32.6,Permanent,Savings,3,15
Good,100,2,2,1.002222222,Skye Bank,34,34.1,Permanent,Savings,3,30
Good,100,2,2,1.003055556,First Bank,22,22.4,Student,Savings,3,15
Good,100,2,2,1.999722222,GT Bank,30,29.6,Permanent,Savings,3,30
Good,100,2,2,1.018888889,Zenith Bank,34,34.3,Permanent,Savings,3,15
Good,50,1,2,1.018888889,Skye Bank,34,34.2,Permanent,Savings,3,15
Good,100,2,2,1.02,GT Bank,31,30.7,Permanent,Savings,3,15
Good,100,2,2,1.019166667,Standard Chartered,31,30.8,Permanent,Savings,3,30
Good,100,2,2,1.018888889,Stanbic IBTC,22,21.8,ContractRetiredUnemployed,Savings,3,15
Good,50,1,2,1.019444444,GT Bank,26,26.3,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,33,32.5,Unknown,Savings,3,30
Good,100,2,2,1.002222222,Access Bank,31,31.2,Permanent,Savings,3,30
Good,100,2,2,1.004166667,Zenith Bank,33,33.1,Unknown,Savings,3,15
Good,50,1,2,1.003888889,First Bank,35,34.6,Permanent,Savings,3,30
Good,50,1,2,1.004444444,Access Bank,39,38.6,Unknown,Savings,3,30
Bad,50,1,2,1.018888889,FCMB,28,27.6,Permanent,Savings,3,30
Good,100,2,2,1.004444444,Sterling Bank,29,29.2,Permanent,Savings,3,15
Bad,50,1,2,1.001944444,Diamond Bank,47,47,Permanent,Savings,3,30
Bad,0,0,2,1.020277778,EcoBank,26,25.9,Permanent,Savings,3,30
Bad,0,0,2,1.018888889,Diamond Bank,27,27.1,Unknown,Savings,3,15
Good,100,2,2,1.018888889,UBA,26,26.1,Permanent,Savings,3,30
Good,100,2,2,1.004166667,Fidelity Bank,30,29.8,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,40,40.4,Permanent,Savings,3,30
Good,50,1,2,1.018888889,GT Bank,40,39.7,Permanent,Savings,3,30
Bad,50,1,2,1.003611111,GT Bank,29,28.7,Permanent,Savings,3,15
Good,100,2,2,1.018888889,Diamond Bank,29,28.9,Permanent,Savings,3,15
Good,50,1,2,1.018888889,Access Bank,22,22.4,Permanent,Savings,3,30
Good,100,2,2,1.018888889,First Bank,24,24.2,Permanent,Savings,3,30
Good,100,2,2,1.004444444,GT Bank,35,35.4,Unknown,Savings,3,15
Good,100,2,2,1.019166667,GT Bank,24,24.4,Student,Savings,3,30
Good,50,1,2,1.002777778,GT Bank,34,34.4,Permanent,Savings,3,30
Bad,0,0,2,1.910277778,GT Bank,33,32.4,Permanent,Savings,3,30
Good,50,1,2,1.004444444,Skye Bank,35,35.2,Permanent,Savings,3,30
Good,100,2,2,1.018888889,First Bank,37,36.6,Permanent,Savings,3,30
Good,100,2,2,1.003888889,Access Bank,39,38.6,Unknown,Savings,3,30
Bad,50,1,2,1.018888889,EcoBank,42,41.9,Permanent,Savings,3,15
Bad,0,0,2,1.018888889,Sterling Bank,30,29.5,Permanent,Savings,3,30
Good,50,1,2,1.018888889,GT Bank,26,26,Permanent,Savings,3,15
Good,100,2,2,1.002222222,Stanbic IBTC,40,39.6,Permanent,Savings,3,30
Good,50,1,2,1.001944444,GT Bank,30,29.9,Permanent,Savings,3,15
Good,100,2,2,1.018888889,Access Bank,31,31.5,Permanent,Other,3,15
Good,50,1,2,1.02,Skye Bank,33,33.3,Student,Savings,3,15
Bad,0,0,2,1.019166667,EcoBank,26,25.9,Permanent,Savings,3,15
Good,100,2,2,1.020555556,Stanbic IBTC,47,47,Permanent,Other,3,30
Good,100,2,2,1.018888889,First Bank,34,34.4,Permanent,Savings,3,30
Good,50,1,2,1.019722222,EcoBank,26,26.3,Unknown,Savings,3,15
Good,50,1,2,1.018888889,Access Bank,33,32.9,Unknown,Savings,3,30
Bad,0,0,2,1.018888889,Access Bank,37,37,Permanent,Savings,3,30
Good,100,2,2,1.003611111,Skye Bank,30,30.2,Unknown,Savings,3,15
Good,100,2,2,1.019166667,Access Bank,34,33.7,Permanent,Savings,3,30
Bad,0,0,2,1.003611111,Zenith Bank,35,35,Permanent,Savings,3,30
Bad,0,0,2,1.018888889,GT Bank,25,24.5,Unknown,Savings,3,30
Good,100,2,2,1.018611111,GT Bank,36,36.2,Permanent,Savings,3,30
Bad,50,1,2,1.021666667,GT Bank,28,27.9,Permanent,Savings,3,30
Good,50,1,2,1.009444444,Access Bank,35,34.7,Permanent,Savings,3,30
Good,100,2,2,1.002777778,GT Bank,44,43.8,Unknown,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,28,27.9,Permanent,Savings,3,30
Good,100,2,2,1.002222222,Zenith Bank,31,31.4,Permanent,Savings,3,30
Good,100,2,2,1.019166667,Diamond Bank,35,34.5,Unknown,Savings,3,30
Good,50,1,2,1.019166667,GT Bank,26,26,Permanent,Savings,3,15
Bad,50,1,2,1.004722222,GT Bank,32,31.8,Student,Savings,3,30
Good,100,2,2,1.004166667,GT Bank,45,45.1,Unknown,Savings,3,30
Good,100,2,2,1.018611111,UBA,27,27,Permanent,Savings,3,15
Good,100,2,2,1.019444444,Diamond Bank,33,32.7,Permanent,Other,3,15
Good,100,2,2,1.018888889,Access Bank,24,24.3,Permanent,Savings,3,30
Bad,50,1,2,1.004444444,Fidelity Bank,33,32.6,Unknown,Savings,3,30
Good,50,1,2,1.003888889,GT Bank,27,26.9,Permanent,Savings,3,30
Good,50,1,2,1.005,GT Bank,32,31.6,Unknown,Savings,3,15
Bad,50,1,2,1.018888889,Access Bank,32,32,Permanent,Savings,3,30
Bad,50,1,2,1.018888889,GT Bank,34,34.2,Permanent,Savings,3,30
Bad,0,0,2,1.018888889,First Bank,26,25.5,Unknown,Savings,3,30
Good,50,1,2,1.018888889,GT Bank,28,28,Permanent,Savings,3,15
Good,100,2,2,1.019166667,Access Bank,33,32.6,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,26,25.7,Permanent,Savings,3,30
Good,100,2,2,1.019722222,Diamond Bank,27,27.5,Permanent,Savings,3,30
Bad,0,0,2,1.02,Skye Bank,24,23.8,Unknown,Savings,3,30
Good,100,2,2,1.019166667,GT Bank,41,40.8,Permanent,Savings,3,30
Good,100,2,2,1.018888889,UBA,38,37.8,Permanent,Savings,3,30
Good,100,2,2,1.018888889,UBA,38,37.8,Permanent,Savings,3,30
Good,100,2,2,1.002222222,Fidelity Bank,32,31.5,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,37,37.2,Permanent,Savings,3,30
Good,100,2,2,1.019166667,Skye Bank,32,32.3,Permanent,Savings,3,30
Bad,50,1,2,1.004166667,Stanbic IBTC,45,44.6,Unknown,Savings,3,30
Good,50,1,2,1.018888889,GT Bank,31,30.8,ContractRetiredUnemployed,Savings,3,30
Bad,0,0,2,1.004166667,First Bank,26,26.4,Unknown,Savings,3,15
Good,50,1,2,1.003611111,GT Bank,26,25.8,Permanent,Savings,3,15
Bad,50,1,2,1.019722222,FCMB,23,22.6,Unknown,Savings,3,30
Good,100,2,2,1.020277778,Zenith Bank,25,25.1,Permanent,Savings,3,30
Bad,0,0,2,1.0025,Skye Bank,37,36.8,Permanent,Savings,3,30
Good,100,2,2,1.018888889,EcoBank,26,26.4,Permanent,Savings,3,15
Good,100,2,2,1.018888889,Access Bank,32,32.3,Permanent,Savings,3,30
Bad,50,1,2,1.0025,First Bank,28,27.8,Permanent,Savings,3,30
Good,50,1,2,1.004722222,Diamond Bank,23,22.8,Student,Savings,3,30
Good,100,2,2,1.004444444,UBA,29,28.6,Permanent,Savings,3,30
Good,100,2,2,1.004722222,First Bank,36,35.8,Permanent,Savings,3,30
Good,50,1,2,1.018888889,Access Bank,29,28.7,Permanent,Savings,3,30
Good,50,1,2,1.019166667,Access Bank,31,30.7,Unknown,Savings,3,15
Good,100,2,2,1.018888889,GT Bank,32,31.5,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,25,24.9,Permanent,Savings,3,30
Good,100,2,2,1.018888889,Fidelity Bank,31,30.7,Unknown,Savings,3,30
Good,100,2,2,1.021111111,Access Bank,27,26.8,Permanent,Savings,3,30
Good,100,2,2,1.018888889,Skye Bank,47,46.9,Permanent,Savings,3,30
Bad,0,0,2,1.020277778,UBA,25,24.8,Student,Savings,3,30
Good,100,2,2,1.019166667,Zenith Bank,41,41,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,40,39.9,Permanent,Savings,3,30
Bad,50,1,2,1.019444444,Fidelity Bank,36,35.5,Unknown,Savings,3,30
Bad,0,0,2,1.019166667,First Bank,32,31.9,Unknown,Savings,3,15
Good,100,2,2,1.018888889,Access Bank,37,37.2,Permanent,Savings,3,30
Good,100,2,2,1.019166667,Fidelity Bank,22,22.1,Unknown,Savings,3,15
Good,100,2,2,1.018888889,Access Bank,22,22.1,Permanent,Savings,3,30
Good,50,1,2,1.002222222,GT Bank,33,32.5,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,26,26.4,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,37,37.1,Permanent,Savings,3,30
Good,100,2,2,1.019444444,Skye Bank,31,30.8,Permanent,Savings,3,30
Bad,50,1,2,1.018888889,First Bank,52,52.2,Permanent,Savings,3,30
Good,50,1,2,1.002222222,UBA,28,28.2,Permanent,Savings,3,15
Good,50,1,2,1.003611111,Fidelity Bank,27,27,Permanent,Savings,3,30
Good,100,2,2,1.019444444,UBA,36,35.9,Unknown,Savings,3,15
Good,50,1,2,1.018888889,GT Bank,27,26.5,Permanent,Savings,3,30
Good,100,2,2,1.018888889,Zenith Bank,29,29.1,Permanent,Savings,3,15
Good,100,2,2,1.004166667,GT Bank,27,26.8,Permanent,Savings,3,15
Good,50,1,2,1.018888889,GT Bank,26,25.9,Permanent,Savings,3,15
Good,100,2,2,1.003611111,GT Bank,27,27,Permanent,Savings,3,15
Good,50,1,2,1.003333333,UBA,33,32.5,Unknown,Savings,3,15
Good,100,2,2,1.018888889,Access Bank,28,27.5,Permanent,Savings,3,30
Good,100,2,2,1.013611111,First Bank,34,34,Self-Employed,Savings,3,30
Good,100,2,2,1.018611111,GT Bank,34,33.8,Permanent,Savings,3,30
Good,100,2,2,1.018611111,First Bank,36,35.6,Permanent,Savings,3,30
Good,100,2,2,1.018888889,Access Bank,33,33.2,Permanent,Savings,3,30
Bad,50,1,2,2.307777778,First Bank,30,29.5,Permanent,Savings,3,15
Good,100,2,2,1.018888889,Diamond Bank,31,30.6,Permanent,Savings,3,30
Good,100,2,2,1.018888889,First Bank,33,33,Permanent,Savings,3,30
Bad,0,0,2,1.02,Access Bank,31,31.4,Permanent,Savings,3,15
Good,100,2,2,1.018888889,EcoBank,32,31.8,Unknown,Savings,3,30
Good,100,2,2,1.018888889,Access Bank,26,25.6,Permanent,Savings,3,30
Bad,0,0,2,1.003611111,First Bank,26,25.5,Permanent,Savings,3,15
Good,100,2,2,1.019166667,GT Bank,39,39.3,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,33,33.2,ContractRetiredUnemployed,Savings,3,30
Good,100,2,2,1.019166667,GT Bank,26,26.2,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,27,27.3,Permanent,Savings,3,30
Good,50,1,2,1.018888889,First Bank,41,40.9,Permanent,Savings,3,30
Bad,0,0,2,1.019444444,GT Bank,29,29,Permanent,Savings,3,15
Good,100,2,2,1.018888889,Diamond Bank,37,37.3,Permanent,Savings,3,30
Bad,50,1,2,1.020277778,First Bank,24,24.3,Permanent,Savings,3,30
Good,50,1,2,1.003333333,FCMB,36,35.6,Permanent,Savings,3,30
Good,100,2,2,1.018611111,GT Bank,27,26.7,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,34,34.3,Unknown,Savings,3,30
Good,100,2,2,1.216388889,Access Bank,29,29.2,Unknown,Savings,3,15
Good,100,2,2,1.018888889,GT Bank,42,42.5,Permanent,Savings,3,15
Bad,0,0,2,1.002222222,Zenith Bank,38,37.6,Permanent,Savings,3,30
Good,100,2,2,1.006666667,GT Bank,37,37.1,Unknown,Savings,3,30
Good,100,2,2,1.004444444,Access Bank,39,39.2,Permanent,Savings,3,30
Good,100,2,2,1.003055556,GT Bank,30,29.8,Permanent,Savings,3,15
Good,100,2,2,1.002222222,Zenith Bank,32,31.8,Unknown,Savings,3,15
Good,100,2,2,1.001944444,Stanbic IBTC,30,30.1,Permanent,Savings,3,15
Bad,0,0,2,1.018611111,GT Bank,29,28.7,Permanent,Savings,3,30
Good,50,1,2,1.019166667,GT Bank,36,36,Unknown,Savings,3,30
Good,50,1,2,1.018611111,UBA,28,27.7,Permanent,Savings,3,30
Good,100,2,2,1.002222222,Keystone Bank,50,49.9,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,29,29.1,Permanent,Savings,3,30
Bad,50,1,2,1.019166667,Access Bank,37,36.8,Permanent,Savings,3,30
Bad,0,0,2,1.002777778,First Bank,25,24.4,Student,Savings,3,30
Bad,0,0,2,1.018888889,Access Bank,34,33.6,Unknown,Other,3,30
Bad,0,0,2,1.003888889,GT Bank,41,41.2,Permanent,Savings,3,30
Good,50,1,2,1.004166667,Access Bank,25,24.5,Permanent,Savings,3,30
Good,100,2,2,2.914722222,EcoBank,32,32.1,Permanent,Savings,3,15
Bad,50,1,2,1.019722222,GT Bank,28,27.9,Permanent,Savings,3,30
Bad,0,0,2,1.019166667,Zenith Bank,28,28.2,Unknown,Savings,3,30
Good,100,2,2,1.018888889,First Bank,32,32,Permanent,Savings,3,30
Bad,0,0,2,1.003333333,GT Bank,40,40,Permanent,Other,3,30
Good,100,2,2,1.018888889,GT Bank,28,27.7,Permanent,Savings,3,30
Good,100,2,2,1.019166667,Access Bank,33,33.1,Unknown,Savings,3,30
Good,100,2,2,1.005,Access Bank,33,32.9,Permanent,Savings,3,30
Bad,50,1,2,1.004166667,Access Bank,26,25.6,ContractRetiredUnemployed,Savings,3,15
Good,100,2,2,1.005277778,GT Bank,33,33.2,Permanent,Savings,3,30
Bad,0,0,2,42.87555556,First Bank,42,41.6,Permanent,Savings,3,30
Bad,0,0,2,1.003888889,Zenith Bank,31,30.5,Permanent,Savings,3,30
Good,50,1,2,1.018888889,EcoBank,34,33.6,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,52,51.7,Permanent,Savings,3,30
Good,100,2,2,1.005,GT Bank,39,38.9,Unknown,Savings,3,30
Good,100,2,2,1.002777778,GT Bank,32,32,Permanent,Savings,3,30
Good,100,2,2,1.019444444,Sterling Bank,33,32.7,Permanent,Savings,3,30
Good,100,2,2,1.008055556,Access Bank,38,38,Permanent,Savings,3,30
Good,100,2,2,1.02,GT Bank,45,45,Unknown,Savings,3,30
Good,100,2,2,1.019444444,First Bank,28,28.4,Unknown,Savings,3,15
Good,100,2,2,1.019166667,GT Bank,23,23.4,Student,Savings,3,15
Bad,0,0,2,1.003611111,UBA,31,31,Permanent,Savings,3,30
Good,50,1,2,1.007777778,Union Bank,30,29.8,Permanent,Savings,3,30
Good,100,2,2,1.002777778,GT Bank,33,33.1,Permanent,Savings,3,15
Bad,50,1,2,1.002777778,First Bank,33,33.4,Permanent,Savings,3,30
Good,100,2,2,1.019166667,Zenith Bank,29,28.7,Permanent,Savings,3,30
Good,50,1,2,1.019166667,GT Bank,42,41.8,Unknown,Savings,3,30
Good,100,2,2,1.018888889,Skye Bank,45,44.5,Permanent,Savings,3,30
Good,100,2,2,1.018888889,Access Bank,42,41.8,Unknown,Savings,3,30
Good,100,2,2,1.018888889,UBA,28,27.6,Permanent,Savings,3,30
Good,100,2,2,1.019722222,Stanbic IBTC,34,33.5,Unknown,Savings,3,30
Good,100,2,2,1.019166667,Skye Bank,37,36.8,Permanent,Savings,3,30
Bad,0,0,2,1.003333333,GT Bank,32,32.4,Permanent,Savings,3,30
Good,100,2,2,1.019722222,First Bank,44,43.6,Unknown,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,31,30.9,Permanent,Savings,3,30
Good,50,1,2,1.019166667,GT Bank,35,35.2,Permanent,Savings,3,30
Good,50,1,2,1.018611111,GT Bank,31,31,Permanent,Savings,3,30
Good,100,2,2,1.003055556,Sterling Bank,32,31.7,Permanent,Savings,3,30
Bad,50,1,2,1.002222222,GT Bank,37,37,Unknown,Savings,3,30
Good,50,1,2,1.002777778,Fidelity Bank,30,29.9,Permanent,Savings,3,30
Bad,0,0,2,1.018888889,Sterling Bank,30,29.9,Permanent,Savings,3,30
Good,100,2,2,1.020555556,GT Bank,40,40,Permanent,Other,3,15
Good,100,2,2,1.018611111,GT Bank,32,32.2,Permanent,Savings,3,30
Bad,50,1,2,1.019166667,GT Bank,28,27.7,Permanent,Savings,3,30
Good,100,2,2,1.018888889,Diamond Bank,35,35,Permanent,Savings,3,15
Good,50,1,2,1.018888889,Zenith Bank,30,30.3,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,31,31.3,Permanent,Savings,3,30
Bad,50,1,2,3.539166667,GT Bank,42,41.8,Permanent,Savings,3,30
Good,100,2,2,1.018888889,UBA,23,23.1,Student,Savings,3,30
Bad,50,1,2,1.018888889,Sterling Bank,24,24.4,Permanent,Savings,3,30
Good,50,1,2,1.018888889,GT Bank,28,27.9,Permanent,Savings,3,15
Good,100,2,2,1.019166667,GT Bank,30,29.5,Permanent,Savings,3,30
Good,100,2,2,1.019166667,Access Bank,33,33.3,Permanent,Savings,3,15
Good,100,2,2,1.018888889,Zenith Bank,28,27.6,Permanent,Savings,3,15
Good,100,2,2,1.019166667,GT Bank,39,39.4,Unknown,Savings,3,30
Good,50,1,2,1.018888889,First Bank,27,27.3,Permanent,Savings,3,30
Bad,0,0,2,1.018888889,Keystone Bank,41,40.8,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,35,34.5,Unknown,Savings,3,30
Good,100,2,2,1.018888889,Access Bank,25,25.1,Permanent,Savings,3,30
Bad,50,1,2,1.018888889,First Bank,31,30.9,Permanent,Savings,3,30
Good,100,2,2,1.018888889,Diamond Bank,24,24.2,Permanent,Savings,3,30
Good,100,2,2,1.018888889,UBA,31,30.5,Permanent,Savings,3,30
Bad,50,1,2,1.0025,GT Bank,28,28.1,Unknown,Savings,3,30
Good,100,2,2,1.018888889,First Bank,25,24.7,Permanent,Savings,3,30
Good,100,2,2,1.018888889,GT Bank,34,33.6,Permanent,Savings,3,30
Bad,0,0,2,1.019444444,Union Bank,34,33.6,Permanent,Savings,3,30
Good,50,1,2,1.018888889,Zenith Bank,40,40.1,Permanent,Savings,3,15
Good,50,1,2,1.018888889,GT Bank,34,34.2,Permanent,Savings,3,15
Good,100,2,2,1.018888889,FCMB,31,31,Permanent,Savings,3,15
Good,100,2,2,1.018611111,Skye Bank,27,27.3,Permanent,Savings,3,30
Bad,50,1,2,1.018888889,FCMB,30,29.9,Permanent,Savings,3,30
Good,100,2,2,1.018888889,First Bank,35,35.1,Permanent,Savings,3,30
