row_id,good_bad_flag,Pct_Ontime,Sum(churn_flag),Max(loannumber),Max(durationforapproval),bank_name_clients,Max(AgeAtTimeofLoan),Mean(AgeAtTimeofLoan),employment_status_clients_reference_only,employment_status_clients_recode,bank_account_type_reference_only,bank_account_recode,Sum(referral_recode),Mean(loannumber),Sum(loannumber),Sum(durationforapproval),Mean(durationforapproval),Max(Interestrate),Mean(Interestrate),Sum(Interestrate),Max(referral_recode),Mean(referral_recode),Max(churn_flag),Mean(churn_flag),Sum(AgeAtTimeofLoan),systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,birthdate,longitude_gps,latitude_gps,bank_branch_clients,level_of_education_clients,Validation,customerid,customerid of PerfDemoCombined_train,referredby
72,Good,100,2,2,1.008055556,First Bank,35,35.1,Permanent,Permanent,Savings,Savings,0,1.5,3,2.010277778,1.005138889,365,365,730,0,0,1,1,70,301976160,2,23:09.0,23:01.0,10000,13000,30,00:00.0,3.2648063,6.5762506,,,Training,8a858e5d5c7e25b4015c7e443a870e39,8a858e5d5c7e25b4015c7e443a870e39,
73,Good,50,1,2,1.018611111,GT Bank,32,32,,Unknown,Savings,Savings,0,1.5,3,2.020277778,1.010138889,365,365,730,0,0,1,0.5,64,301988746,2,37:48.0,37:42.0,10000,11500,15,00:00.0,3.4383217,7.1866583,,,Training,8a858e5d5c7e25b4015c7fea66825cfe,8a858e5d5c7e25b4015c7fea66825cfe,
74,Good,100,2,2,1.019166667,Zenith Bank,27,26.8,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021111111,1.010555556,365,365,730,0,0,1,1,54,301983476,2,35:17.0,35:10.0,10000,11500,15,00:00.0,6.1429231,6.7377853,,,Test,8a858e5d57518f4601576a5b604c4adf,8a858e5d57518f4601576a5b604c4adf,
75,Good,100,2,2,1.019166667,UBA,34,34.1,Permanent,Permanent,Savings,Savings,2,1.5,3,2.020833333,1.010416667,365,365,730,1,1,1,1,68,302000928,2,32:42.0,32:36.0,10000,13000,30,00:00.0,4.7712486,6.5008999,,,Training,8a858e5e5d51031d015d513ff3b9267f,8a858e5e5d51031d015d513ff3b9267f,8a858f0f5bfd79d2015c02f301117179
76,Good,50,1,2,1.003333333,UBA,33,33.1,Permanent,Permanent,Savings,Savings,0,1.5,3,2.005833333,1.002916667,365,365,730,0,0,1,0.5,66,302001690,2,17:42.0,17:33.0,10000,13000,30,00:00.0,13.1637493,11.8532282,,,Training,8a858e5f5a4d0511015a522ef53b26b4,8a858e5f5a4d0511015a522ef53b26b4,
77,Bad,50,1,2,1.018888889,Stanbic IBTC,28,27.8,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021388889,1.010694444,365,365,730,0,0,1,0.5,56,301977956,2,11:44.0,11:35.0,10000,13000,30,00:00.0,8.3327217,4.9587243,,,Training,8a858e6a5bfd4b54015bfe4453635a92,8a858e6a5bfd4b54015bfe4453635a92,
78,Good,100,2,2,1.019166667,Access Bank,39,38.9,Permanent,Permanent,Savings,Savings,2,1.5,3,2.021111111,1.010555556,365,365,730,1,1,1,1,78,301960432,2,41:30.0,41:23.0,10000,13000,30,00:00.0,8.5094601,8.5095298,,,Training,8a858e6a5bfd4b54015c01d5bc6855c7,8a858e6a5bfd4b54015c01d5bc6855c7,8a858fce5bf8129c015bf9ff58e90318
79,Good,100,2,2,1.001944444,UBA,30,30.4,Permanent,Permanent,Savings,Savings,0,1.5,3,2.003333333,1.001666667,365,365,730,0,0,1,1,61,301972690,2,51:39.0,51:34.0,10000,13000,30,00:00.0,3.3617247,6.5103095,,,Validation,8a858e6a5c829229015c8301076c4187,8a858e6a5c829229015c8301076c4187,
80,Bad,0,0,2,1.019166667,Access Bank,28,27.6,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021111111,1.010555556,365,365,730,0,0,0,0,55,301983904,2,54:48.0,54:41.0,10000,13000,30,00:00.0,7.8722266,8.8361474,,,Training,8a858e6a5cc6b1aa015cc922395235a0,8a858e6a5cc6b1aa015cc922395235a0,
81,Good,100,2,2,1.002222222,First Bank,34,34.3,Permanent,Permanent,Savings,Savings,0,1.5,3,2.004166667,1.002083333,365,365,730,0,0,1,1,69,301993920,2,47:12.0,47:05.0,10000,11500,15,00:00.0,7.4883504,9.1329346,,,Test,8a858e6a5cc6b1aa015cc9618265495f,8a858e6a5cc6b1aa015cc9618265495f,
82,Good,100,2,2,1.020555556,GT Bank,36,35.8,,Unknown,Savings,Savings,0,1.5,3,2.022777778,1.011388889,365,365,730,0,0,1,1,72,301993746,2,16:37.0,16:29.0,10000,11500,15,00:00.0,3.4999799,6.6812131,,,Validation,8a858e6a5cc6b1aa015cca236b471ea6,8a858e6a5cc6b1aa015cca236b471ea6,
83,Bad,0,0,2,1.003888889,GT Bank,29,28.7,Permanent,Permanent,Savings,Savings,0,1.5,3,2.005277778,1.002638889,365,365,730,0,0,0,0,57,301999840,2,48:27.0,48:22.0,10000,11500,15,00:00.0,4.61952,8.4723117,,,Validation,8a858e6b5d1885ce015d1888318b0258,8a858e6b5d1885ce015d1888318b0258,
84,Bad,50,1,2,1.004444444,GT Bank,35,34.9,,Unknown,Savings,Savings,2,1.5,3,2.006388889,1.003194444,365,365,730,1,1,1,0.5,70,301993535,2,37:13.0,37:06.0,10000,11500,15,00:00.0,3.3661119,6.5975949,,,Test,8a858e6c5bd3fbff015bd408ac3e067a,8a858e6c5bd3fbff015bd408ac3e067a,8a858ef458d4a52e0158d858eb5d6456
85,Good,50,1,2,1.019166667,Sterling Bank,38,37.8,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020833333,1.010416667,365,365,730,0,0,1,0.5,76,301973324,2,11:39.0,11:33.0,10000,13000,30,00:00.0,3.3670083,6.4973131,,,Training,8a858e6c5c88d145015c8b9627cd5a48,8a858e6c5c88d145015c8b9627cd5a48,
86,Good,50,1,2,1.019166667,Sterling Bank,38,37.8,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020833333,1.010416667,365,365,730,0,0,1,0.5,76,301973324,2,11:39.0,11:33.0,10000,13000,30,00:00.0,3.3670083,6.4973131,,,Training,8a858e6c5c88d145015c8b9627cd5a48,8a858e6c5c88d145015c8b9627cd5a48,
87,Good,100,2,2,1.019166667,GT Bank,38,37.6,Permanent,Permanent,Savings,Savings,2,1.5,3,2.021111111,1.010555556,365,365,730,1,1,1,1,75,301971723,2,57:41.0,57:34.0,10000,13000,30,00:00.0,3.35697,6.6891717,,,Validation,8a858e6c5c88d145015c8d19eb99041d,8a858e6c5c88d145015c8d19eb99041d,8a858f535bf336ac015bf721c64b7bd6
88,Good,100,2,2,1.018888889,GT Bank,25,24.8,,Unknown,Savings,Savings,0,1.5,3,2.020833333,1.010416667,365,365,730,0,0,1,1,50,301978042,2,04:18.0,04:11.0,10000,11500,15,00:00.0,6.695749,6.2030015,,,Training,8a858e6c5c88d145015c9b807b4d20d6,8a858e6c5c88d145015c9b807b4d20d6,
89,Bad,0,0,2,1.018888889,GT Bank,35,34.7,,Unknown,Savings,Savings,0,1.5,3,2.020833333,1.010416667,365,365,730,0,0,0,0,69,301960896,2,44:07.0,44:00.0,10000,13000,30,00:00.0,3.43672,6.4269783,,,Test,8a858e6c5c88d145015c9c27783c72a0,8a858e6c5c88d145015c9c27783c72a0,
90,Good,100,2,2,1.019166667,Skye Bank,31,30.5,Permanent,Permanent,Savings,Savings,2,1.5,3,2.021388889,1.010694444,365,365,730,1,1,1,1,61,301978686,2,05:58.0,05:50.0,10000,13000,30,00:00.0,3.3466833,6.6216883,,,Training,8a858e6c5c88d145015c9caa6c0f328c,8a858e6c5c88d145015c9caa6c0f328c,8a858f335c8d9723015c9904394f186f
91,Good,100,2,2,1.018888889,Wema Bank,37,37.2,Permanent,Permanent,Savings,Savings,2,1.5,3,2.020833333,1.010416667,365,365,730,1,1,1,1,74,301973767,2,26:01.0,25:54.0,10000,13000,30,00:00.0,3.503346,6.6316306,,,Validation,8a858e6c5c88d145015c9e3b482226ac,8a858e6c5c88d145015c9e3b482226ac,8a858e51584a1fc701584a2d9653035b
92,Good,100,2,2,1.018611111,Zenith Bank,24,24.3,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020555556,1.010277778,365,365,730,0,0,1,1,49,301987293,2,15:35.0,15:28.0,10000,13000,30,00:00.0,7.0120454,4.8756519,,,Validation,8a858e6c5c88d145015c92c49dec0023,8a858e6c5c88d145015c92c49dec0023,
93,Bad,50,1,2,1.018611111,UBA,25,25,,Unknown,Savings,Savings,0,1.5,3,2.020833333,1.010416667,365,365,730,0,0,1,0.5,50,301995946,2,55:47.0,55:39.0,10000,11500,15,00:00.0,3.9442413,7.4402696,,,Test,8a858e6c5c88d145015c93ab0c4d2933,8a858e6c5c88d145015c93ab0c4d2933,
94,Good,100,2,2,1.018888889,GT Bank,31,31.5,,Unknown,Savings,Savings,2,1.5,3,2.020277778,1.010138889,365,365,730,1,1,1,1,63,301961072,2,29:50.0,29:45.0,10000,11500,15,00:00.0,3.8717344,7.3574644,,,Test,8a858e6c5c88d145015c97f3ff1724b0,8a858e6c5c88d145015c97f3ff1724b0,8a858e225c404292015c541632fc2d77
95,Good,100,2,2,1.018888889,GT Bank,29,29.2,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020833333,1.010416667,365,365,730,0,0,1,1,58,301958736,2,55:54.0,55:47.0,10000,13000,30,00:00.0,3.363275,7.1455067,,,Training,8a858e6c5c88d145015c894de1a91c5c,8a858e6c5c88d145015c894de1a91c5c,
96,Good,100,2,2,1.018888889,GT Bank,34,33.9,Permanent,Permanent,Savings,Savings,2,1.5,3,2.020555556,1.010277778,365,365,730,1,1,1,1,68,301970392,2,39:06.0,39:00.0,10000,13000,30,00:00.0,6.3211118,4.9383161,,,Test,8a858e6c5c88d145015c894de5001cce,8a858e6c5c88d145015c894de5001cce,8a858f7e5c886ca9015c89215212546b
97,Bad,0,0,2,1.018611111,GT Bank,37,37.2,Permanent,Permanent,Savings,Savings,2,1.5,3,2.020277778,1.010138889,365,365,730,1,1,0,0,74,301969186,2,34:43.0,34:37.0,10000,11500,15,00:00.0,3.9120898,7.4109961,,,Test,8a858e6c5c88d145015c967ac98c63fa,8a858e6c5c88d145015c967ac98c63fa,8a858ed45c454c11015c4e1307e35dd9
98,Good,100,2,2,1.018888889,Zenith Bank,40,39.5,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020555556,1.010277778,365,365,730,0,0,1,1,79,301969923,2,41:35.0,41:29.0,10000,13000,30,00:00.0,8.616696,7.712747,,,Validation,8a858e6c5c88d145015c9624de8056f3,8a858e6c5c88d145015c9624de8056f3,
99,Good,100,2,2,1.018888889,Stanbic IBTC,36,36.3,Permanent,Permanent,Savings,Savings,2,1.5,3,2.021111111,1.010555556,365,365,730,1,1,1,1,73,301975807,2,42:07.0,41:59.0,10000,13000,30,00:00.0,7.4518268,10.4560748,,,Training,8a858e6c5c88d145015c9817fa35283d,8a858e6c5c88d145015c9817fa35283d,8a858f185c884965015c88980e642dc1
100,Good,100,2,2,1.018888889,UBA,26,25.5,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021111111,1.010555556,365,334.5833333,669.1666667,0,0,1,1,51,301969004,2,48:48.0,48:40.0,10000,12500,30,00:00.0,3.3352713,6.6397855,,,Validation,8a858e6c5c88d145015c89430ef61a5d,8a858e6c5c88d145015c89430ef61a5d,
101,Bad,0,0,2,1.018888889,GT Bank,27,27.4,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021111111,1.010555556,365,365,730,0,0,0,0,55,302002678,2,55:10.0,55:02.0,10000,11500,15,00:00.0,3.0823159,6.5099619,,,Test,8a858e6d58b0cc520158b12136e119c8,8a858e6d58b0cc520158b12136e119c8,
102,Bad,50,1,2,1.012222222,Diamond Bank,26,25.7,Permanent,Permanent,Other,Other,0,1.5,3,2.014444444,1.007222222,365,365,730,0,0,1,0.5,51,302001070,2,52:07.0,51:59.0,10000,13000,30,00:00.0,7.4881394,8.9752501,,,Test,8a858e6e55c554c20155d574b4596645,8a858e6e55c554c20155d574b4596645,
103,Good,50,1,2,1.018888889,EcoBank,34,33.7,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021111111,1.010555556,365,365,730,0,0,1,0.5,67,301974499,2,21:14.0,21:06.0,10000,13000,30,00:00.0,8.8869769,9.8798816,,,Test,8a858e6f5cd5e874015cd6d7e2af36ad,8a858e6f5cd5e874015cd6d7e2af36ad,
104,Good,100,2,2,1.018888889,GT Bank,36,36.4,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020833333,1.010416667,365,365,730,0,0,1,1,73,301974692,2,26:30.0,26:23.0,10000,13000,30,00:00.0,3.3304699,6.6387778,,,Validation,8a858e6f5cd5e874015cd9f8c7280bf8,8a858e6f5cd5e874015cd9f8c7280bf8,
105,Good,50,1,2,1.018611111,GT Bank,33,33.4,Permanent,Permanent,Savings,Savings,0,1.5,3,2.02,1.01,365,365,730,0,0,1,0.5,67,301999144,2,45:01.0,44:56.0,10000,13000,30,00:00.0,6.268905,7.0707567,,,Test,8a858e6f5cd5e874015cde13d1225f01,8a858e6f5cd5e874015cde13d1225f01,
106,Good,100,2,2,1.018888889,Zenith Bank,31,31.1,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020555556,1.010277778,365,365,730,0,0,1,1,62,301970283,2,40:21.0,40:15.0,10000,13000,30,00:00.0,7.4058617,9.1129897,,,Validation,8a858e6f5cd5e874015cdf871bb30530,8a858e6f5cd5e874015cdf871bb30530,
107,Good,100,2,2,1.019166667,UBA,41,41.2,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021111111,1.010555556,365,365,730,0,0,1,1,82,301989622,2,24:25.0,24:18.0,10000,13000,30,00:00.0,7.4687583,9.0697017,,,Validation,8a858e6f5cd5e874015ce0e5d4c235ba,8a858e6f5cd5e874015ce0e5d4c235ba,
108,Good,100,2,2,1.018888889,Access Bank,51,51.3,,Unknown,Savings,Savings,0,1.5,3,2.021111111,1.010555556,365,365,730,0,0,1,1,103,301985528,2,28:59.0,28:51.0,10000,11500,15,00:00.0,3.5934507,6.6680034,,,Test,8a858e6f5cd5e874015ce8ea0b996796,8a858e6f5cd5e874015ce8ea0b996796,
109,Good,100,2,2,1.018611111,GT Bank,34,33.7,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021111111,1.010555556,365,365,730,0,0,1,1,67,301987916,2,37:14.0,37:05.0,10000,13000,30,00:00.0,6.9839034,4.8803064,,,Training,8a858e6f5cd5e874015ce9b5593941a5,8a858e6f5cd5e874015ce9b5593941a5,
110,Bad,0,0,2,1.018611111,Zenith Bank,38,37.7,,Unknown,Savings,Savings,0,1.5,3,2.020555556,1.010277778,365,365,730,0,0,0,0,75,301979383,2,33:08.0,33:01.0,10000,13000,30,00:00.0,3.3264576,6.6855486,,,Training,8a858e6f5cd5e874015ce14db0643f8c,8a858e6f5cd5e874015ce14db0643f8c,
111,Good,100,2,2,1.018888889,GT Bank,31,31,Permanent,Permanent,Savings,Savings,2,1.5,3,2.037222222,1.018611111,365,365,730,1,1,1,1,62,301996634,2,29:01.0,27:55.0,10000,13000,30,00:00.0,3.5247072,6.4293923,,,Test,8a858e6f5cd5e874015ce59e237864a2,8a858e6f5cd5e874015ce59e237864a2,8a858f5e5cb23c77015cc061b752625b
112,Good,100,2,2,1.019166667,Access Bank,25,24.9,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020833333,1.010416667,365,365,730,0,0,1,1,50,301997934,2,48:52.0,48:46.0,10000,13000,30,00:00.0,7.1544779,4.7179447,,,Test,8a858e6f5cd5e874015ce590db62623e,8a858e6f5cd5e874015ce590db62623e,
113,Bad,50,1,2,1.019444444,GT Bank,33,32.6,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021388889,1.010694444,365,365,730,0,0,1,0.5,65,301978899,2,04:29.0,04:22.0,10000,13000,30,00:00.0,3.2307054,6.6975815,,,Training,8a858e6f5cd5e874015ce6601edf7c48,8a858e6f5cd5e874015ce6601edf7c48,
114,Bad,50,1,2,1.019444444,Zenith Bank,23,22.8,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021111111,1.010555556,365,365,730,0,0,1,0.5,46,301999883,2,51:26.0,51:20.0,10000,13000,30,00:00.0,3.401424,6.5763448,,,Training,8a858e6f5cd5e874015ce10297ed3893,8a858e6f5cd5e874015ce10297ed3893,
115,Bad,0,0,2,1.018888889,Access Bank,38,37.8,,Unknown,Savings,Savings,0,1.5,3,2.020833333,1.010416667,365,365,730,0,0,0,0,76,302001201,2,27:06.0,26:59.0,10000,13000,30,00:00.0,3.4845443,6.5548277,,,Test,8a858e6f5cd5e874015cead5d36b257a,8a858e6f5cd5e874015cead5d36b257a,
116,Good,50,1,2,1.020277778,First Bank,28,28,,Unknown,Other,Other,0,1.5,3,2.023611111,1.011805556,365,365,730,0,0,1,0.5,56,301997001,2,36:41.0,35:28.0,10000,13000,30,00:00.0,5.7971047,5.4964304,,,Training,8a858e6f5668e01701568cf7ba8e39da,8a858e6f5668e01701568cf7ba8e39da,
117,Bad,50,1,2,1.018888889,Diamond Bank,24,24.3,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020555556,1.010277778,365,365,730,0,0,1,0.5,49,301982910,2,08:51.0,08:45.0,10000,13000,30,00:00.0,3.3286609,6.7038913,,,Training,8a858e6f5668e017015684c4a4305d0a,8a858e6f5668e017015684c4a4305d0a,
118,Good,100,2,2,1.004166667,Diamond Bank,36,36.2,,Unknown,Savings,Savings,0,1.5,3,2.005555556,1.002777778,365,365,730,0,0,1,1,72,301971168,2,54:00.0,53:55.0,10000,13000,30,00:00.0,3.2453548,6.6333374,,,Validation,8a858e7c5c78b1ff015c796688235b84,8a858e7c5c78b1ff015c796688235b84,
119,Good,100,2,2,1.018611111,First Bank,32,31.5,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020277778,1.010138889,365,365,730,0,0,1,1,63,301960688,2,23:40.0,23:34.0,10000,13000,30,00:00.0,7.0325303,4.8618601,,,Validation,8a858e7c588604a40158a4fb616a3a9a,8a858e7c588604a40158a4fb616a3a9a,
120,Good,100,2,2,1.018888889,GT Bank,35,34.9,,Unknown,Savings,Savings,2,1.5,3,2.021111111,1.010555556,365,365,730,1,1,1,1,70,301996890,2,39:41.0,39:33.0,10000,13000,30,00:00.0,5.5865086,6.437366,,,Training,8a858e7d5cb1162b015cb12df2e71466,8a858e7d5cb1162b015cb12df2e71466,8a8589f853f100fb01540ed945a70efd
121,Good,100,2,2,1.019166667,GT Bank,32,31.6,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020555556,1.010277778,365,365,730,0,0,1,1,63,302003400,2,05:45.0,05:40.0,10000,11500,15,00:00.0,7.5184632,10.4332387,,,Training,8a858e7d5d328208015d3409dd464483,8a858e7d5d328208015d3409dd464483,
122,Bad,50,1,2,1.018888889,GT Bank,30,29.9,,Unknown,Savings,Savings,0,1.5,3,2.020277778,1.010138889,365,365,730,0,0,1,0.5,60,301973176,2,55:58.0,55:53.0,10000,13000,30,00:00.0,3.8582203,7.4654727,,,Validation,8a858e7d595026f8015959f2dcd67106,8a858e7d595026f8015959f2dcd67106,
123,Good,50,1,2,1.019722222,Stanbic IBTC,37,37,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021388889,1.010694444,365,365,730,0,0,1,0.5,74,301966317,2,06:58.0,06:52.0,10000,13000,30,00:00.0,3.3607768,6.5453099,,,Training,8a858e8a5c1c14b8015c208efaab73e4,8a858e8a5c1c14b8015c208efaab73e4,
124,Bad,0,0,2,1.018611111,First Bank,48,47.9,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020833333,1.010416667,365,365,730,0,0,0,0,96,301997037,2,52:36.0,52:28.0,10000,13000,30,00:00.0,5.2212845,7.60063,,,Validation,8a858e8a5ca0f59d015ca1736eef3cb3,8a858e8a5ca0f59d015ca1736eef3cb3,
125,Good,100,2,2,1.020277778,UBA,39,38.9,,Unknown,Savings,Savings,2,1.5,3,2.022222222,1.011111111,365,365,730,1,1,1,1,78,301995091,2,26:29.0,26:22.0,10000,13000,30,00:00.0,7.0721976,8.9493765,,,Validation,8a858e8c5d37e319015d3a77a3b6530e,8a858e8c5d37e319015d3a77a3b6530e,8a858e135cb22031015cb7f9700e06f8
126,Bad,0,0,2,1.019166667,Zenith Bank,39,38.8,,Unknown,Savings,Savings,0,1.5,3,2.021111111,1.010555556,365,365,730,0,0,0,0,78,301986715,2,41:07.0,41:00.0,10000,13000,30,00:00.0,7.4498179,9.0579825,,,Training,8a858e8d5bf2d0c1015bf34ffdc94e1a,8a858e8d5bf2d0c1015bf34ffdc94e1a,
127,Good,100,2,2,1.019166667,First Bank,34,34.1,,Unknown,Savings,Savings,0,1.5,3,2.0225,1.01125,365,365,730,0,0,1,1,68,301969376,2,29:31.0,29:19.0,10000,13000,30,00:00.0,7.9669489,5.0285225,,,Training,8a858e8d5c35bc85015c376e591c637d,8a858e8d5c35bc85015c376e591c637d,
128,Good,100,2,2,1.019166667,FCMB,37,37.1,Permanent,Permanent,Other,Other,0,1.5,3,2.020833333,1.010416667,365,365,730,0,0,1,1,74,301988655,2,38:37.0,38:31.0,10000,13000,30,00:00.0,7.0619706,6.206776,,,Test,8a858e8d56adbdae0156b437814d071b,8a858e8d56adbdae0156b437814d071b,
129,Good,100,2,2,1.018888889,Diamond Bank,30,29.9,Permanent,Permanent,Other,Other,0,1.5,3,2.020833333,1.010416667,365,365,730,0,0,1,1,60,301978314,2,28:50.0,28:43.0,10000,13000,30,00:00.0,3.3189043,6.6649115,,,Validation,8a858e8d56b784480156bd9bd7f82e28,8a858e8d56b784480156bd9bd7f82e28,
130,Good,50,1,2,1.002777778,First Bank,28,27.3,Self-Employed,Self-Employed,Other,Other,0,1.5,3,2.005,1.0025,365,365,730,0,0,1,0.5,55,302002663,2,35:42.0,35:34.0,10000,13000,30,00:00.0,3.410251,6.4498213,,,Validation,8a858e8d56b784480156d7d32d347963,8a858e8d56b784480156d7d32d347963,
131,Good,100,2,2,1.019722222,Skye Bank,29,28.7,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021666667,1.010833333,365,365,730,0,0,1,1,57,301977101,2,56:53.0,56:46.0,10000,13000,30,00:00.0,7.4567704,8.9803803,,,Test,8a858e8e5ca1f1a8015ca2d44044627e,8a858e8e5ca1f1a8015ca2d44044627e,
132,Good,100,2,2,1.019166667,Stanbic IBTC,33,32.9,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020555556,1.010277778,365,365,730,0,0,1,1,66,301970163,2,40:53.0,40:48.0,10000,13000,30,00:00.0,3.0851214,6.5334629,,,Test,8a858e8e5ca1f1a8015ca6ccb89a4291,8a858e8e5ca1f1a8015ca6ccb89a4291,
133,Good,100,2,2,1.019166667,First Bank,32,32.1,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021388889,1.010694444,365,365,730,0,0,1,1,64,301981435,2,45:49.0,45:41.0,10000,13000,30,00:00.0,3.4269933,6.4452736,,,Validation,8a858e8e5cc54eb9015cc59a217a246a,8a858e8e5cc54eb9015cc59a217a246a,
134,Good,100,2,2,1.019722222,Diamond Bank,31,30.8,Permanent,Permanent,Savings,Savings,0,1.5,3,2.039166667,1.019583333,365,365,730,0,0,1,1,62,301999240,2,49:19.0,48:08.0,10000,13000,30,00:00.0,8.9005635,9.8669047,,,Test,8a858e8e58f6d66f0158ff063d6d38cd,8a858e8e58f6d66f0158ff063d6d38cd,
135,Bad,50,1,2,1.019166667,First Bank,24,23.9,Permanent,Permanent,Savings,Savings,2,1.5,3,2.021388889,1.010694444,365,365,730,1,1,1,0.5,48,302003432,2,26:07.0,25:59.0,10000,11500,15,00:00.0,3.5246642,6.6592427,,,Validation,8a858e8f5d41c974015d4b7f31865627,8a858e8f5d41c974015d4b7f31865627,8a858e495d1e235c015d30d5ddb42149
136,Bad,0,0,2,1.019444444,EcoBank,28,28,,Unknown,Savings,Savings,0,1.5,3,2.021388889,1.010694444,365,365,730,0,0,0,0,56,301966402,2,58:03.0,57:56.0,10000,11500,15,00:00.0,5.6160622,6.3711057,,,Training,8a858e9b5a61655b015a61a53637255e,8a858e9b5a61655b015a61a53637255e,
137,Good,100,2,2,1.018888889,EcoBank,41,41,,Unknown,Savings,Savings,0,1.5,3,2.020555556,1.010277778,365,365,730,0,0,1,1,82,301975785,2,26:32.0,26:26.0,10000,13000,30,00:00.0,4.541653,7.7835196,,,Training,8a858e9d5bfd7037015c0baee4de3547,8a858e9d5bfd7037015c0baee4de3547,
138,Good,100,2,2,1.019166667,First Bank,37,37,Permanent,Permanent,Savings,Savings,0,1.5,3,2.0225,1.01125,365,365,730,0,0,1,1,74,301998235,2,52:33.0,51:24.0,10000,13000,30,00:00.0,7.382452,9.1135353,,,Test,8a858e105b434e9e015b437dbfab3920,8a858e105b434e9e015b437dbfab3920,
139,Good,50,1,2,1.0025,GT Bank,32,31.5,Permanent,Permanent,Savings,Savings,0,1.5,3,2.004722222,1.002361111,365,365,730,0,0,1,0.5,63,301977518,2,30:29.0,30:21.0,10000,13000,30,00:00.0,7.0345541,4.8042933,,,Test,8a858e105bd92644015bdd374f0d1a3a,8a858e105bd92644015bdd374f0d1a3a,
140,Bad,0,0,2,1.003055556,Access Bank,36,35.6,Permanent,Permanent,Savings,Savings,2,1.5,3,2.005,1.0025,365,365,730,1,1,0,0,71,301961611,2,44:15.0,44:08.0,10000,13000,30,00:00.0,6.996932,4.8410375,,,Validation,8a858e105bd92644015be472bab768c3,8a858e105bd92644015be472bab768c3,8a858fa25bd92c20015bdbe4fac67f20
141,Good,100,2,2,1.019166667,GT Bank,37,36.8,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021111111,1.010555556,365,365,730,0,0,1,1,74,301977680,2,50:38.0,50:31.0,10000,13000,30,00:00.0,3.351153,6.6023723,,,Training,8a858e115c59a3e2015c59ebb25d238b,8a858e115c59a3e2015c59ebb25d238b,
142,Good,100,2,2,1.003333333,First Bank,41,40.7,Permanent,Permanent,Savings,Savings,2,1.5,3,2.005555556,1.002777778,365,365,730,1,1,1,1,81,301996952,2,11:00.0,10:52.0,10000,13000,30,00:00.0,7.3271843,8.9266109,,,Validation,8a858e125d65ee4d015d699d321f719d,8a858e125d65ee4d015d699d321f719d,8a858eec5d4232a5015d4623cd0a048b
143,Good,100,2,2,1.003055556,Stanbic IBTC,31,30.5,Permanent,Permanent,Savings,Savings,0,1.5,3,2.005,1.0025,365,365,730,0,0,1,1,61,301979521,2,27:11.0,27:04.0,10000,13000,30,00:00.0,5.8074201,5.5703712,,,Training,8a858e135c7e2eec015c81cb9dc02458,8a858e135c7e2eec015c81cb9dc02458,
144,Good,100,2,2,1.018888889,GT Bank,32,31.6,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020555556,1.010277778,365,365,730,0,0,1,1,63,301996788,2,45:48.0,45:42.0,10000,13000,30,00:00.0,4.5000978,8.4692431,,,Training,8a858e135c7e2eec015c813211a96674,8a858e135c7e2eec015c813211a96674,
145,Good,100,2,2,1.003611111,GT Bank,40,40.2,,Unknown,Savings,Savings,0,1.5,3,2.005833333,1.002916667,365,365,730,0,0,1,1,80,301974176,2,57:54.0,57:46.0,10000,13000,30,00:00.0,3.38218,6.6039583,,,Training,8a858e135c78e673015c79070e9a0d98,8a858e135c78e673015c79070e9a0d98,
146,Bad,0,0,2,1.018888889,GT Bank,32,32.3,Permanent,Permanent,Savings,Savings,2,1.5,3,2.020833333,1.010416667,365,365,730,1,1,0,0,65,301995797,2,59:25.0,59:18.0,10000,13000,30,00:00.0,7.0483318,4.8340691,,,Training,8a858e135cb22031015cb7c7290c7eef,8a858e135cb22031015cb7c7290c7eef,8a858e2d5bb55d46015bb55e67600058
