Good_or_Bad,Max(loannumber),Max(durationforapproval),Mean(Interestrate),Sum(referral_recode),Sum(churn_flag),Pct_Ontime,Mean(AgeAtTimeofLoan),bank_account_recode,bank_name_clients,employment_status_clients_recode
Bad,2,1.018888889,365,0,0,0,25.5,Savings,First Bank,Unknown
Good,2,1.019166667,365,2,2,100,32.6,Savings,Access Bank,Permanent
Good,2,1.018888889,334.5833333,2,2,100,25.7,Savings,GT Bank,Permanent
Good,2,1.019722222,365,0,2,100,27.5,Savings,Diamond Bank,Permanent
Bad,2,1.02,365,0,0,0,23.8,Savings,Skye Bank,Unknown
Good,2,1.019166667,365,0,2,100,40.8,Savings,GT Bank,Permanent
Good,2,1.018888889,365,2,2,100,37.8,Savings,UBA,Permanent
Good,2,1.018888889,365,2,2,100,37.8,Savings,UBA,Permanent
Good,2,1.002222222,365,0,2,100,31.5,Savings,Fidelity Bank,Permanent
Good,2,1.019166667,365,2,2,100,32.3,Savings,Skye Bank,Permanent
Bad,2,1.004166667,365,0,1,50,44.6,Savings,Stanbic IBTC,Unknown
Good,2,1.018888889,365,0,1,50,30.8,Savings,GT Bank,ContractRetiredUnemployed
Bad,2,1.004166667,365,0,0,0,26.4,Savings,First Bank,Unknown
Bad,2,1.019722222,365,0,1,50,22.6,Savings,FCMB,Unknown
Good,2,1.020277778,365,0,2,100,25.1,Savings,Zenith Bank,Permanent
Bad,2,1.0025,365,0,0,0,36.8,Savings,Skye Bank,Permanent
Good,2,1.018888889,365,0,2,100,26.4,Savings,EcoBank,Permanent
Good,2,1.018888889,365,2,2,100,32.3,Savings,Access Bank,Permanent
Bad,2,1.0025,365,0,1,50,27.8,Savings,First Bank,Permanent
Good,2,1.004722222,365,0,1,50,22.8,Savings,Diamond Bank,Student
Good,2,1.004722222,365,0,2,100,35.8,Savings,First Bank,Permanent
Good,2,1.018888889,365,0,1,50,28.7,Savings,Access Bank,Permanent
Good,2,1.018888889,365,2,2,100,31.5,Savings,GT Bank,Permanent
Good,2,1.018888889,365,0,2,100,24.9,Savings,GT Bank,Permanent
Good,2,1.018888889,365,2,2,100,30.7,Savings,Fidelity Bank,Unknown
Good,2,1.021111111,365,0,2,100,26.8,Savings,Access Bank,Permanent
Good,2,1.018888889,365,0,2,100,46.9,Savings,Skye Bank,Permanent
Bad,2,1.020277778,365,0,0,0,24.8,Savings,UBA,Student
Good,2,1.019166667,365,0,2,100,41,Savings,Zenith Bank,Permanent
Good,2,1.018888889,365,0,2,100,39.9,Savings,GT Bank,Permanent
Bad,2,1.019444444,365,0,1,50,35.5,Savings,Fidelity Bank,Unknown
Bad,2,1.019166667,365,0,0,0,31.9,Savings,First Bank,Unknown
Good,2,1.018888889,365,0,2,100,37.2,Savings,Access Bank,Permanent
Good,2,1.018888889,365,0,2,100,37.1,Savings,GT Bank,Permanent
Good,2,1.019444444,365,2,2,100,30.8,Savings,Skye Bank,Permanent
Bad,2,1.018888889,365,2,1,50,52.2,Savings,First Bank,Permanent
Good,2,1.003611111,365,0,1,50,27,Savings,Fidelity Bank,Permanent
Good,2,1.019444444,365,0,2,100,35.9,Savings,UBA,Unknown
Good,2,1.018888889,365,2,1,50,26.5,Savings,GT Bank,Permanent
Good,2,1.018888889,365,2,2,100,29.1,Savings,Zenith Bank,Permanent
Good,2,1.003611111,365,0,2,100,27,Savings,GT Bank,Permanent
Good,2,1.003333333,365,0,1,50,32.5,Savings,UBA,Unknown
Good,2,1.018888889,365,0,2,100,27.5,Savings,Access Bank,Permanent
Good,2,1.013611111,365,0,2,100,34,Savings,First Bank,Self-Employed
Good,2,1.018611111,365,0,2,100,33.8,Savings,GT Bank,Permanent
Good,2,1.018888889,365,2,2,100,30.6,Savings,Diamond Bank,Permanent
Good,2,1.018888889,365,0,2,100,31.8,Savings,EcoBank,Unknown
Bad,2,1.003611111,365,0,0,0,25.5,Savings,First Bank,Permanent
Good,2,1.019166667,365,0,2,100,39.3,Savings,GT Bank,Permanent
Good,2,1.018888889,365,0,2,100,33.2,Savings,GT Bank,ContractRetiredUnemployed
Good,2,1.019166667,365,0,2,100,26.2,Savings,GT Bank,Permanent
Good,2,1.018888889,365,0,2,100,27.3,Savings,GT Bank,Permanent
Bad,2,1.019444444,365,0,0,0,29,Savings,GT Bank,Permanent
Good,2,1.018888889,365,0,2,100,37.3,Savings,Diamond Bank,Permanent
Bad,2,1.020277778,365,0,1,50,24.3,Savings,First Bank,Permanent
Good,2,1.003333333,365,0,1,50,35.6,Savings,FCMB,Permanent
Good,2,1.018611111,365,0,2,100,26.7,Savings,GT Bank,Permanent
Good,2,1.018888889,365,0,2,100,34.3,Savings,GT Bank,Unknown
Good,2,1.216388889,365,2,2,100,29.2,Savings,Access Bank,Unknown
Good,2,1.018888889,365,2,2,100,42.5,Savings,GT Bank,Permanent
Bad,2,1.002222222,365,0,0,0,37.6,Savings,Zenith Bank,Permanent
Good,2,1.004444444,365,0,2,100,39.2,Savings,Access Bank,Permanent
Good,2,1.002222222,365,2,2,100,31.8,Savings,Zenith Bank,Unknown
Good,2,1.001944444,365,0,2,100,30.1,Savings,Stanbic IBTC,Permanent
Bad,2,1.018611111,365,2,0,0,28.7,Savings,GT Bank,Permanent
Good,2,1.018611111,365,0,1,50,27.7,Savings,UBA,Permanent
Good,2,1.002222222,365,2,2,100,49.9,Savings,Keystone Bank,Permanent
Good,2,1.018888889,365,0,2,100,29.1,Savings,GT Bank,Permanent
Bad,2,1.019166667,365,0,1,50,36.8,Savings,Access Bank,Permanent
Bad,2,1.002777778,365,0,0,0,24.4,Savings,First Bank,Student
Bad,2,1.018888889,365,2,0,0,33.6,Other,Access Bank,Unknown
Bad,2,1.003888889,365,2,0,0,41.2,Savings,GT Bank,Permanent
Good,2,1.004166667,365,0,1,50,24.5,Savings,Access Bank,Permanent
Bad,2,1.019722222,365,2,1,50,27.9,Savings,GT Bank,Permanent
Bad,2,1.019166667,365,2,0,0,28.2,Savings,Zenith Bank,Unknown
Good,2,1.018888889,365,0,2,100,32,Savings,First Bank,Permanent
Bad,2,1.003333333,365,0,0,0,40,Other,GT Bank,Permanent
Good,2,1.018888889,365,0,2,100,27.7,Savings,GT Bank,Permanent
Good,2,1.019166667,365,0,2,100,33.1,Savings,Access Bank,Unknown
Good,2,1.005,365,0,2,100,32.9,Savings,Access Bank,Permanent
Bad,2,1.004166667,365,2,1,50,25.6,Savings,Access Bank,ContractRetiredUnemployed
Bad,2,42.87555556,365,2,0,0,41.6,Savings,First Bank,Permanent
Bad,2,1.003888889,365,0,0,0,30.5,Savings,Zenith Bank,Permanent
Good,2,1.018888889,365,0,1,50,33.6,Savings,EcoBank,Permanent
Good,2,1.018888889,365,2,2,100,51.7,Savings,GT Bank,Permanent
Good,2,1.019444444,365,0,2,100,32.7,Savings,Sterling Bank,Permanent
Good,2,1.008055556,365,2,2,100,38,Savings,Access Bank,Permanent
Good,2,1.02,365,2,2,100,45,Savings,GT Bank,Unknown
Bad,2,1.003611111,365,0,0,0,31,Savings,UBA,Permanent
Good,2,1.007777778,365,0,1,50,29.8,Savings,Union Bank,Permanent
Good,2,1.002777778,365,2,2,100,33.1,Savings,GT Bank,Permanent
Bad,2,1.002777778,365,0,1,50,33.4,Savings,First Bank,Permanent
Good,2,1.019166667,365,0,2,100,28.7,Savings,Zenith Bank,Permanent
Good,2,1.019166667,365,0,1,50,41.8,Savings,GT Bank,Unknown
Good,2,1.018888889,365,2,2,100,41.8,Savings,Access Bank,Unknown
Good,2,1.018888889,365,2,2,100,27.6,Savings,UBA,Permanent
Good,2,1.019722222,365,0,2,100,33.5,Savings,Stanbic IBTC,Unknown
Good,2,1.019166667,365,0,2,100,36.8,Savings,Skye Bank,Permanent
Good,2,1.018888889,365,2,2,100,30.9,Savings,GT Bank,Permanent
Good,2,1.003055556,365,2,2,100,31.7,Savings,Sterling Bank,Permanent
Good,2,1.002777778,365,0,1,50,29.9,Savings,Fidelity Bank,Permanent
Good,2,1.018611111,365,0,2,100,32.2,Savings,GT Bank,Permanent
Bad,2,1.019166667,365,0,1,50,27.7,Savings,GT Bank,Permanent
Good,2,1.018888889,365,0,2,100,35,Savings,Diamond Bank,Permanent
Good,2,1.018888889,365,0,1,50,30.3,Savings,Zenith Bank,Permanent
Bad,2,3.539166667,365,0,1,50,41.8,Savings,GT Bank,Permanent
Good,2,1.018888889,365,0,2,100,23.1,Savings,UBA,Student
Good,2,1.019166667,365,0,2,100,33.3,Savings,Access Bank,Permanent
Good,2,1.018888889,365,0,2,100,27.6,Savings,Zenith Bank,Permanent
Good,2,1.018888889,365,0,1,50,27.3,Savings,First Bank,Permanent
Bad,2,1.018888889,365,0,0,0,40.8,Savings,Keystone Bank,Permanent
Good,2,1.018888889,365,0,2,100,34.5,Savings,GT Bank,Unknown
Good,2,1.018888889,365,2,2,100,25.1,Savings,Access Bank,Permanent
Bad,2,1.018888889,365,0,1,50,30.9,Savings,First Bank,Permanent
Good,2,1.018888889,365,2,2,100,30.5,Savings,UBA,Permanent
Bad,2,1.0025,365,0,1,50,28.1,Savings,GT Bank,Unknown
Good,2,1.018888889,365,0,2,100,24.7,Savings,First Bank,Permanent
Good,2,1.018888889,365,0,2,100,33.6,Savings,GT Bank,Permanent
Bad,2,1.019444444,365,2,0,0,33.6,Savings,Union Bank,Permanent
Good,2,1.018888889,365,0,2,100,31,Savings,FCMB,Permanent
Good,2,1.018611111,365,0,2,100,27.3,Savings,Skye Bank,Permanent
Bad,2,1.019166667,365,2,0,0,26,Savings,FCMB,Permanent
Good,2,1.019166667,365,2,2,100,34.2,Savings,GT Bank,Permanent
Good,2,1.019166667,365,0,1,50,24.1,Savings,Zenith Bank,Permanent
Bad,2,1.018611111,365,0,0,0,25.7,Savings,Skye Bank,Permanent
Good,2,1.0025,365,2,2,100,27.7,Savings,FCMB,Permanent
Good,2,1.018611111,365,0,2,100,30.5,Savings,Skye Bank,Unknown
Good,2,1.001944444,365,0,2,100,36,Savings,GT Bank,Permanent
Bad,2,1.018888889,365,0,0,0,28.9,Savings,UBA,Permanent
Good,2,1.019166667,365,0,2,100,35.7,Savings,First Bank,Permanent
Bad,2,1.018888889,365,0,1,50,35,Savings,GT Bank,Permanent
Good,2,1.018888889,365,2,2,100,45.7,Savings,EcoBank,Permanent
Bad,2,1.018611111,365,0,0,0,28.7,Savings,GT Bank,Permanent
Good,2,1.018888889,365,0,2,100,30.4,Savings,Zenith Bank,Unknown
Good,2,1.003611111,365,0,2,100,24.7,Savings,EcoBank,Permanent
Good,2,1.008333333,365,0,2,100,27.6,Savings,GT Bank,Unknown
Good,2,1.002777778,365,0,2,100,33.3,Savings,GT Bank,Permanent
Good,2,1.003611111,365,0,2,100,32.6,Savings,Access Bank,Permanent
Good,2,1.018888889,365,0,2,100,43.1,Savings,GT Bank,Unknown
Good,2,1.019722222,365,0,2,100,30.3,Savings,Wema Bank,Permanent
Good,2,1.003888889,365,0,2,100,32.6,Savings,GT Bank,Permanent
Good,2,1.018888889,365,0,1,50,26.9,Savings,Access Bank,Permanent
Good,2,1.018888889,365,0,2,100,42.8,Savings,GT Bank,Permanent
Bad,2,1.003333333,365,0,0,0,24.7,Savings,Access Bank,Permanent
Good,2,1.003611111,365,0,1,50,26.5,Savings,Diamond Bank,Permanent
Good,2,1.02,365,0,1,50,30.8,Savings,First Bank,Permanent
Good,2,1.005,365,2,2,100,30.5,Savings,UBA,Permanent
Good,2,1.019166667,365,0,2,100,27,Savings,First Bank,Unknown
Good,2,1.019166667,365,0,2,100,28,Savings,EcoBank,Permanent
Good,2,1.001944444,365,2,2,100,27.1,Savings,Access Bank,Permanent
Good,2,1.019166667,365,2,2,100,29,Savings,Zenith Bank,Permanent
Bad,2,1.018888889,365,0,0,0,34.8,Savings,Stanbic IBTC,Unknown
Good,2,1.018888889,365,0,2,100,30.2,Savings,Diamond Bank,Permanent
Good,2,1.019166667,365,2,1,50,32.9,Savings,EcoBank,Permanent
Good,2,1.019722222,365,0,2,100,34.4,Savings,GT Bank,Permanent
Good,2,1.019166667,365,0,2,100,37.6,Savings,GT Bank,Permanent
Bad,2,1.020833333,365,0,1,50,28,Savings,GT Bank,Permanent
Good,2,1.020277778,365,0,2,100,26.3,Savings,Zenith Bank,ContractRetiredUnemployed
Bad,2,1.001944444,365,0,1,50,33.6,Savings,Access Bank,Permanent
Bad,2,1.002222222,365,0,0,0,30.5,Savings,Access Bank,Permanent
Good,2,1.018888889,365,0,2,100,36.4,Savings,First Bank,Permanent
Good,2,1.018888889,365,0,2,100,38.1,Savings,Skye Bank,Permanent
Good,2,1.018888889,365,2,2,100,30.8,Savings,First Bank,Permanent
Good,2,1.019166667,365,2,2,100,31.8,Savings,First Bank,Permanent
Good,2,1.019444444,365,0,2,100,42.8,Savings,GT Bank,Unknown
Good,2,1.018888889,365,0,2,100,34.3,Savings,Skye Bank,Permanent
Good,2,1.018888889,365,0,2,100,34.3,Savings,GT Bank,Permanent
Good,2,1.011111111,365,0,2,100,28.9,Savings,GT Bank,Permanent
Good,2,1.019166667,365,0,2,100,27.4,Savings,GT Bank,Permanent
Bad,2,1.018888889,365,0,0,0,36.6,Savings,GT Bank,Permanent
Good,2,1.004722222,365,0,2,100,46.2,Savings,Diamond Bank,Permanent
Bad,2,1.003611111,365,0,0,0,25.3,Savings,Diamond Bank,Unknown
Good,2,1.018888889,365,0,2,100,36.3,Savings,UBA,Permanent
Good,2,1.018888889,365,0,2,100,45.2,Savings,Diamond Bank,Unknown
Good,2,1.003888889,365,0,2,100,28.2,Savings,Access Bank,Permanent
Good,2,1.008333333,365,0,2,100,32.4,Savings,GT Bank,Permanent
Bad,2,1.004444444,365,2,0,0,49.2,Savings,Access Bank,Permanent
Bad,2,1.019722222,365,0,1,50,31.8,Savings,GT Bank,ContractRetiredUnemployed
Good,2,1.019444444,365,0,1,50,41.5,Savings,Unity Bank,Permanent
Bad,2,1.004722222,365,0,1,50,35.5,Savings,GT Bank,Permanent
Bad,2,1.001944444,365,0,0,0,28.3,Savings,GT Bank,Permanent
Good,2,1.018888889,365,0,2,100,33.7,Savings,GT Bank,Permanent
Good,2,1.018888889,365,2,2,100,30.7,Savings,GT Bank,Permanent
Bad,2,1.019166667,365,0,1,50,26.1,Savings,GT Bank,Permanent
Good,2,1.018888889,365,0,2,100,51.5,Savings,GT Bank,Permanent
Good,2,1.018611111,365,0,1,50,47.1,Savings,GT Bank,Unknown
Good,2,1.002777778,365,0,2,100,24,Savings,UBA,Permanent
Good,2,1.019166667,365,0,1,50,34.3,Savings,GT Bank,Permanent
Bad,2,1.019166667,365,2,0,0,27.1,Savings,Skye Bank,Permanent
Bad,2,1.019722222,365,0,1,50,25.2,Savings,Access Bank,Unknown
Good,2,1.010555556,365,2,2,100,33.2,Savings,Skye Bank,Permanent
Bad,2,1.003611111,365,0,1,50,26.1,Savings,GT Bank,Permanent
Good,2,1.003888889,365,0,2,100,36.8,Savings,GT Bank,Unknown
Good,2,1.004722222,365,2,2,100,26.4,Savings,GT Bank,Unknown
Good,2,1.003333333,365,0,1,50,39.1,Savings,First Bank,Permanent
Good,2,1.0025,365,0,1,50,42.3,Savings,GT Bank,Unknown
Good,2,1.002222222,365,0,1,50,50.6,Savings,First Bank,Permanent
Good,2,1.019166667,365,0,1,50,26.2,Savings,First Bank,Unknown
Good,2,1.018888889,365,0,2,100,29.5,Savings,UBA,Permanent
Good,2,1.002777778,365,2,2,100,33.9,Savings,Stanbic IBTC,Unknown
Bad,2,1.003888889,365,2,1,50,30,Savings,Access Bank,Permanent
Good,2,1.021666667,365,0,2,100,36.8,Savings,GT Bank,Permanent
Good,2,1.002222222,365,0,1,50,26.7,Savings,Access Bank,Permanent
Good,2,1.004444444,365,0,2,100,35,Savings,GT Bank,Self-Employed
Good,2,1.018888889,365,0,2,100,23.9,Other,Fidelity Bank,Unknown
Good,2,1.004166667,365,0,1,50,27.5,Savings,EcoBank,Permanent
Good,2,1.02,365,0,1,50,42.7,Other,First Bank,Permanent
Bad,2,1.002222222,365,0,0,0,32.9,Savings,GT Bank,Self-Employed
Good,2,1.019444444,365,0,2,100,39.1,Savings,GT Bank,Permanent
Good,2,1.020277778,365,0,2,100,28.9,Savings,GT Bank,Permanent
Good,2,1.020833333,365,0,1,50,23.5,Other,GT Bank,Student
Good,2,1.005555556,365,0,2,100,35.1,Other,GT Bank,Self-Employed
Good,2,1.018888889,365,0,1,50,42.6,Other,EcoBank,Permanent
Good,2,1.005555556,365,0,1,50,24.3,Savings,EcoBank,Permanent
Good,2,1.018333333,365,0,2,100,33.7,Savings,Stanbic IBTC,Self-Employed
Good,2,1.02,365,0,1,50,28.8,Savings,GT Bank,Permanent
Good,2,1.003333333,365,0,2,100,25.2,Savings,First Bank,Permanent
Good,2,1.003055556,365,0,2,100,33.9,Savings,Diamond Bank,Permanent
Bad,2,1.019722222,365,0,0,0,53.5,Savings,Zenith Bank,Unknown
Bad,2,1.018611111,365,0,1,50,25.2,Other,GT Bank,Permanent
Good,2,1.019722222,365,0,2,100,30.2,Savings,GT Bank,Permanent
Bad,2,1.018888889,365,0,1,50,27.5,Savings,UBA,Permanent
Bad,2,1.018888889,365,0,0,0,26.3,Savings,GT Bank,Unknown
Good,2,1.020833333,365,0,1,50,28.9,Savings,GT Bank,Permanent
Good,2,1.019444444,365,0,2,100,49.4,Savings,GT Bank,Permanent
Good,2,1.020277778,365,0,2,100,40.2,Other,GT Bank,Permanent
Good,2,1.018888889,365,2,2,100,40.1,Savings,GT Bank,Permanent
Good,2,1.003333333,365,0,1,50,29.1,Savings,Union Bank,Permanent
Good,2,1.019166667,365,0,2,100,45.8,Other,UBA,Permanent
Bad,2,1.018888889,365,0,0,0,35.6,Savings,Fidelity Bank,Unknown
Bad,2,1.018611111,365,0,1,50,29,Savings,First Bank,Permanent
Good,2,1.018888889,365,0,2,100,24.6,Savings,GT Bank,Permanent
Good,2,1.014722222,365,0,1,50,21.5,Savings,Access Bank,Permanent
Good,2,1.02,365,0,1,50,30.4,Savings,Access Bank,Permanent
Bad,2,1.019166667,365,0,1,50,31.7,Savings,First Bank,Permanent
Bad,2,1.003888889,365,0,1,50,31.5,Savings,UBA,Permanent
Bad,2,1.019722222,365,0,1,50,24.1,Savings,FCMB,Unknown
Good,2,1.003611111,365,0,1,50,26.4,Savings,Access Bank,Permanent
Good,2,1.003888889,365,0,1,50,29.7,Other,First Bank,Self-Employed
Good,2,1.019722222,365,0,2,100,38.1,Savings,First Bank,Permanent
Good,2,1.018888889,365,0,1,50,43.5,Savings,Zenith Bank,Permanent
Good,2,1.018888889,365,2,2,100,32.1,Savings,Access Bank,Permanent
Bad,2,1.019166667,365,2,0,0,49.6,Savings,Access Bank,Permanent
Good,2,1.003333333,365,2,1,50,35.7,Savings,GT Bank,Unknown
Good,2,1.003888889,365,0,2,100,24.8,Savings,Zenith Bank,Unknown
Good,2,1.018611111,365,0,1,50,29.8,Other,GT Bank,Permanent
Good,2,1.019722222,365,0,2,100,31.3,Savings,Access Bank,Unknown
Good,2,1.020277778,365,0,2,100,25.8,Other,First Bank,Permanent
Bad,2,1.004166667,365,0,0,0,38.6,Savings,First Bank,Permanent
Good,2,1.019444444,365,2,2,100,37.4,Savings,Zenith Bank,Unknown
Good,2,1.020277778,365,0,2,100,30.9,Savings,GT Bank,Permanent
Good,2,1.019166667,365,2,2,100,40,Savings,GT Bank,Unknown
Good,2,1.018888889,365,0,1,50,30.5,Savings,FCMB,Permanent
Good,2,1.018888889,365,0,2,100,38.2,Savings,GT Bank,Unknown
Good,2,1.001944444,365,0,2,100,42.9,Savings,Diamond Bank,Unknown
Good,2,1.018888889,365,0,2,100,43.7,Savings,GT Bank,Permanent
Good,2,1.0025,365,0,2,100,35.6,Savings,GT Bank,Permanent
Good,2,1.019166667,365,2,2,100,38.1,Savings,First Bank,Permanent
Good,2,1.02,365,0,2,100,50,Savings,Stanbic IBTC,Permanent
Bad,2,1.018888889,365,2,0,0,36.4,Savings,GT Bank,Permanent
Bad,2,1.642777778,365,0,0,0,30.6,Savings,UBA,Permanent
Good,2,1.018888889,365,0,2,100,27.4,Savings,Access Bank,Unknown
Good,2,1.018888889,365,0,2,100,38.3,Savings,GT Bank,Permanent
Good,2,1.018611111,365,0,2,100,31.2,Savings,UBA,Permanent
Bad,2,1.018611111,365,0,0,0,28.6,Savings,Access Bank,Unknown
Good,2,1.002222222,365,0,2,100,47,Savings,GT Bank,Permanent
Good,2,1.018888889,365,0,1,50,32.1,Savings,GT Bank,Permanent
Bad,2,1.018888889,365,0,0,0,43,Savings,GT Bank,Permanent
Good,2,1.001944444,365,0,1,50,25,Savings,Access Bank,Unknown
Good,2,1.019444444,365,0,1,50,31.4,Savings,First Bank,Unknown
Good,2,1.020277778,365,0,2,100,31.8,Other,GT Bank,Permanent
Good,2,1.004722222,365,0,1,50,32.9,Savings,First Bank,Permanent
Bad,2,1.018611111,365,2,0,0,40.9,Savings,UBA,Unknown
Bad,2,1.019166667,365,0,1,50,33.4,Savings,GT Bank,Unknown
Good,2,1.003611111,365,0,2,100,32.3,Savings,GT Bank,Permanent
Good,2,1.018888889,365,0,1,50,27.2,Savings,GT Bank,Permanent
Bad,2,1.004166667,365,0,1,50,35.3,Savings,Access Bank,Permanent
Good,2,1.018611111,365,0,2,100,41.7,Savings,GT Bank,Permanent
Good,2,1.018611111,365,0,2,100,41.7,Savings,GT Bank,Permanent
Good,2,1.019166667,365,0,2,100,23.5,Savings,GT Bank,Permanent
Good,2,1.019444444,365,0,2,100,28.4,Savings,GT Bank,Permanent
Good,2,1.018611111,365,0,2,100,27.5,Savings,GT Bank,Student
Good,2,1.005555556,365,0,2,100,34.1,Savings,Access Bank,Permanent
Good,2,1.019166667,365,2,1,50,36.9,Savings,GT Bank,Permanent
Good,2,1.019166667,365,0,2,100,36.6,Savings,Access Bank,Unknown
Bad,2,1.018888889,365,0,1,50,39.4,Savings,Skye Bank,Unknown
Good,2,1.019722222,365,0,1,50,37.1,Savings,GT Bank,Permanent
Good,2,1.018888889,334.5833333,0,1,50,31.1,Savings,GT Bank,Permanent
Bad,2,1.018888889,273.75,2,1,50,30.7,Savings,Access Bank,Permanent
Good,2,1.002222222,365,2,2,100,31.8,Savings,Access Bank,Unknown
Good,2,1.019166667,365,0,2,100,29.8,Savings,GT Bank,Permanent
Good,2,1.018888889,365,0,2,100,27.7,Savings,Stanbic IBTC,Permanent
Good,2,1.018888889,365,0,2,100,33.3,Savings,First Bank,Permanent
Bad,2,1.018888889,365,0,1,50,41.4,Savings,EcoBank,Permanent
Good,2,1.018888889,365,0,1,50,33.3,Savings,GT Bank,Unknown
Bad,2,1.018888889,365,0,1,50,26.7,Savings,GT Bank,Unknown
Good,2,1.019444444,365,0,2,100,33.2,Savings,EcoBank,Permanent
Good,2,1.003333333,365,2,1,50,36.9,Savings,Zenith Bank,Unknown
Good,2,1.019444444,365,0,2,100,27,Savings,Stanbic IBTC,Unknown
Bad,2,1.018888889,365,0,0,0,37.6,Savings,Access Bank,Permanent
Good,2,1.002222222,365,0,2,100,28.7,Savings,First Bank,Permanent
Good,2,1.003888889,365,0,2,100,30.4,Savings,GT Bank,Permanent
Good,2,1.018888889,365,2,2,100,35.1,Savings,Access Bank,Permanent
Good,2,1.02,365,0,2,100,34.2,Savings,EcoBank,Permanent
Good,2,1.020555556,365,0,1,50,38.7,Savings,GT Bank,Unknown
Good,2,1.019166667,365,0,2,100,47.3,Savings,GT Bank,Permanent
Good,2,1.018888889,365,2,2,100,32,Savings,GT Bank,Unknown
Bad,2,1.003055556,365,0,0,0,33.4,Savings,Access Bank,Permanent
Good,2,1.018888889,365,0,1,50,38.8,Savings,GT Bank,Permanent
Bad,2,1.018611111,365,0,0,0,22.9,Savings,UBA,Permanent
Good,2,1.004722222,365,0,1,50,29.1,Savings,GT Bank,Unknown
Good,2,1.018611111,365,2,1,50,41,Savings,First Bank,Permanent
Good,2,1.018888889,365,2,1,50,30,Savings,Sterling Bank,Permanent
Good,2,1.003888889,365,0,2,100,30.5,Savings,UBA,Permanent
Good,2,1.001944444,365,2,2,100,31.1,Savings,First Bank,Permanent
Bad,2,1.018888889,365,0,0,0,22.3,Savings,GT Bank,Student
Good,2,1.019166667,365,0,2,100,37.8,Savings,Diamond Bank,Unknown
Good,2,1.018888889,365,0,2,100,27.1,Other,GT Bank,Permanent
Good,2,1.019166667,365,0,2,100,30.4,Savings,GT Bank,Permanent
Good,2,1.019444444,365,0,2,100,23.4,Savings,Stanbic IBTC,Student
Bad,2,1.020555556,365,0,0,0,47.6,Savings,UBA,Permanent
Good,2,1.019444444,365,0,2,100,41.8,Savings,EcoBank,Permanent
Good,2,1.007777778,365,0,2,100,31.9,Savings,Access Bank,Permanent
Bad,2,1.002222222,365,2,0,0,25.8,Savings,Skye Bank,Permanent
Bad,2,1.019166667,365,0,1,50,34.5,Savings,Skye Bank,Permanent
Good,2,1.019444444,365,2,2,100,45.2,Savings,Access Bank,Unknown
Good,2,1.018888889,365,0,2,100,42.1,Savings,Access Bank,Permanent
Bad,2,1.020277778,365,2,1,50,29.2,Savings,GT Bank,Permanent
Good,2,1.001944444,365,2,2,100,35.6,Savings,Diamond Bank,Permanent
Good,2,1.018888889,365,2,2,100,26.1,Savings,Zenith Bank,Student
Good,2,1.018888889,365,0,2,100,28.5,Savings,Stanbic IBTC,Permanent
Good,2,1.018888889,365,2,2,100,44.6,Savings,GT Bank,Unknown
Good,2,1.003333333,365,0,2,100,34.3,Savings,First Bank,Permanent
Good,2,1.018888889,365,0,2,100,38.2,Savings,Access Bank,Unknown
Good,2,1.0025,365,0,2,100,36.7,Savings,Access Bank,ContractRetiredUnemployed
Good,2,1.019722222,365,0,1,50,30.7,Savings,Access Bank,Permanent
Good,2,1.019166667,365,0,2,100,23.2,Savings,Zenith Bank,Permanent
Good,2,1.002222222,365,0,2,100,38.8,Savings,GT Bank,Permanent
Good,2,1.019444444,365,2,1,50,30.3,Savings,GT Bank,Permanent
Bad,2,1.018888889,365,0,1,50,28.6,Savings,GT Bank,Permanent
Good,2,1.02,365,0,2,100,31.3,Savings,GT Bank,Permanent
Good,2,1.003611111,365,0,2,100,30.4,Savings,Diamond Bank,Permanent
Good,2,1.002222222,365,2,2,100,33.7,Savings,Stanbic IBTC,Permanent
Bad,2,1.019444444,365,2,0,0,30.6,Savings,UBA,Permanent
Good,2,1.019444444,365,2,2,100,24.6,Savings,Stanbic IBTC,Permanent
Bad,2,1.003611111,365,0,0,0,38.6,Savings,GT Bank,Unknown
Good,2,1.593611111,365,2,2,100,31.8,Savings,Sterling Bank,Permanent
Good,2,1.002222222,365,0,2,100,29.3,Savings,Sterling Bank,Permanent
Good,2,1.018888889,365,2,1,50,29.2,Savings,Zenith Bank,Unknown
Good,2,1.001944444,365,2,1,50,31.1,Savings,Sterling Bank,Permanent
Good,2,1.018611111,365,2,1,50,27.7,Savings,Diamond Bank,Permanent
Good,2,1.003888889,365,0,2,100,27.6,Savings,First Bank,Permanent
Bad,2,1.003888889,365,0,0,0,30.2,Savings,Fidelity Bank,Unknown
Bad,2,1.019166667,365,2,1,50,34.1,Savings,GT Bank,Unknown
Bad,2,1.003333333,365,0,0,0,25.4,Savings,Sterling Bank,Self-Employed
Bad,2,1.018888889,365,0,1,50,32.5,Savings,Access Bank,Permanent
Good,2,1.02,365,0,1,50,26.6,Savings,Access Bank,Self-Employed
Bad,2,1.005,365,0,0,0,36.2,Savings,GT Bank,Permanent
Good,2,1.018888889,365,0,2,100,31,Savings,Zenith Bank,Permanent
Good,2,1.019444444,365,0,2,100,29.3,Savings,GT Bank,Permanent
Good,2,1.002222222,365,0,1,50,32.8,Savings,First Bank,Permanent
Bad,2,1.018611111,365,0,0,0,30.6,Savings,GT Bank,Permanent
