,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,
176,Good,100,2,2,1.018888889,GT Bank,32,31.5,Permanent,Savings,0,1.5,3,2.021388889,1.010694444,365,365,0,1,10000,11500,15,Validation
177,Good,100,2,2,1.003611111,First Bank,28,27.6,Permanent,Savings,2,1.5,3,2.005,1.0025,365,365,1,1,10000,13000,30,Validation
178,Good,100,2,2,1.001944444,GT Bank,32,32.4,Permanent,Savings,0,1.5,3,2.003611111,1.001805556,365,365,0,1,10000,13000,30,Validation
179,Bad,0,0,2,1.018888889,Sterling Bank,31,31.4,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,0,10000,13000,30,Test
180,Good,50,1,2,1.003888889,Stanbic IBTC,43,43.5,Permanent,Other,0,1.5,3,2.005833333,1.002916667,365,365,0,1,10000,11500,15,Training
181,Good,100,2,2,1.0025,Access Bank,33,32.6,Permanent,Savings,0,1.5,3,2.004444444,1.002222222,365,365,0,1,10000,11500,15,Validation
182,Good,100,2,2,1.018888889,GT Bank,31,31.3,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,13000,30,Test
183,Bad,0,0,2,1.019166667,Zenith Bank,33,32.5,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,0,10000,11500,15,Training
184,Good,100,2,2,1.020277778,GT Bank,42,42.2,Permanent,Savings,2,1.5,3,2.022777778,1.011388889,365,365,1,1,10000,11500,15,Test
185,Good,100,2,2,1.02,Zenith Bank,34,34.3,Permanent,Savings,0,1.5,3,2.0225,1.01125,365,365,0,1,10000,11500,15,Training
186,Good,100,2,2,1.018888889,First Bank,25,25.3,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Validation
187,Good,100,2,2,1.003333333,Skye Bank,26,26.3,Permanent,Savings,0,1.5,3,2.005277778,1.002638889,365,365,0,1,10000,11500,15,Training
188,Good,100,2,2,1.018888889,GT Bank,34,33.6,Permanent,Savings,0,1.5,3,2.02,1.01,365,365,0,1,10000,13000,30,Validation
189,Bad,0,0,2,1.002222222,First Bank,31,30.7,Unknown,Savings,0,1.5,3,2.004166667,1.002083333,365,365,0,0,10000,13000,30,Training
190,Good,100,2,2,1.019166667,Zenith Bank,30,29.8,Permanent,Savings,2,1.5,3,2.020277778,1.010138889,365,365,1,1,10000,13000,30,Test
191,Good,100,2,2,1.018888889,GT Bank,31,31.1,Unknown,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,11500,15,Validation
192,Bad,0,0,2,1.018888889,GT Bank,23,23.2,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,0,10000,13000,30,Training
193,Bad,0,0,2,1.019166667,GT Bank,37,37,Permanent,Savings,2,1.5,3,2.021111111,1.010555556,365,365,1,0,10000,11500,15,Test
194,Good,50,1,2,1.002222222,Zenith Bank,33,33,Permanent,Savings,0,1.5,3,2.003888889,1.001944444,365,365,0,1,10000,11500,15,Validation
195,Good,50,1,2,1.018611111,GT Bank,34,33.6,Permanent,Savings,2,1.5,3,2.020277778,1.010138889,365,365,1,1,10000,13000,30,Training
196,Good,100,2,2,1.019166667,First Bank,52,52.1,Unknown,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,11500,15,Training
197,Bad,0,0,2,1.018888889,GT Bank,38,38.3,Unknown,Savings,2,1.5,3,2.020555556,1.010277778,365,365,1,0,10000,11500,15,Training
198,Good,100,2,2,1.018888889,Diamond Bank,28,28,ContractRetiredUnemployed,Savings,2,1.5,3,2.020833333,1.010416667,365,365,1,1,10000,13000,30,Training
199,Good,100,2,2,1.543333333,GT Bank,24,24.2,Permanent,Savings,0,1.5,3,2.545,1.2725,365,365,0,1,10000,13000,30,Training
200,Good,100,2,2,1.019166667,Zenith Bank,34,34.3,Permanent,Savings,2,1.5,3,2.020833333,1.010416667,365,365,1,1,10000,13000,30,Test
201,Good,50,1,2,1.019444444,First Bank,33,33,Permanent,Savings,2,1.5,3,2.021388889,1.010694444,365,365,1,1,10000,13000,30,Test
202,Good,100,2,2,1.019166667,First Bank,33,32.8,Permanent,Savings,2,1.5,3,2.020555556,1.010277778,365,365,1,1,10000,13000,30,Test
203,Good,100,2,2,1.018888889,GT Bank,35,34.6,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,11500,15,Training
204,Good,100,2,2,1.019166667,Access Bank,33,32.7,Permanent,Savings,2,1.5,3,2.021388889,1.010694444,365,365,1,1,10000,13000,30,Training
205,Bad,50,1,2,1.019444444,Stanbic IBTC,35,34.8,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,13000,30,Training
206,Good,100,2,2,1.003611111,GT Bank,37,36.7,Unknown,Savings,0,1.5,3,2.005555556,1.002777778,365,365,0,1,10000,11500,15,Training
207,Bad,0,0,2,1.003055556,Diamond Bank,23,22.7,Permanent,Savings,0,1.5,3,2.005,1.0025,365,365,0,0,10000,13000,30,Validation
208,Good,50,1,2,1.018888889,First Bank,31,31.2,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Validation
209,Bad,0,0,2,1.018888889,GT Bank,37,36.9,Permanent,Savings,2,1.5,3,2.020555556,1.010277778,365,365,1,0,10000,13000,30,Training
210,Good,100,2,2,1.018888889,Fidelity Bank,22,22.4,Student,Savings,0,1.5,3,2.03,1.015,365,365,0,1,10000,13000,30,Validation
211,Good,100,2,2,1.018888889,UBA,26,25.5,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,11500,15,Training
212,Good,100,2,2,1.019444444,FCMB,38,38.1,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,13000,30,Test
213,Good,100,2,2,1.018611111,Access Bank,37,37.2,Unknown,Savings,0,1.5,3,2.020277778,1.010138889,365,365,0,1,10000,11500,15,Test
214,Good,100,2,2,1.019166667,GT Bank,23,23.2,Student,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Validation
215,Bad,0,0,2,1.018611111,GT Bank,27,26.8,Unknown,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,0,10000,13000,30,Validation
216,Good,100,2,2,1.018888889,UBA,26,25.8,Unknown,Savings,2,1.5,3,2.020833333,1.010416667,365,365,1,1,10000,13000,30,Training
217,Bad,0,0,2,1.003888889,GT Bank,33,33.2,Permanent,Savings,0,1.5,3,2.005277778,1.002638889,365,365,0,0,10000,13000,30,Training
218,Good,100,2,2,1.003611111,Access Bank,34,34.4,Unknown,Savings,0,1.5,3,2.005555556,1.002777778,365,365,0,1,10000,13000,30,Training
219,Good,50,1,2,1.018888889,Zenith Bank,33,32.9,ContractRetiredUnemployed,Savings,2,1.5,3,2.021111111,1.010555556,365,365,1,1,10000,13000,30,Training
220,Good,100,2,2,1.018888889,Diamond Bank,34,34.2,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,11500,15,Test
221,Good,100,2,2,1.018888889,GT Bank,29,29.4,Unknown,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,11500,15,Training
222,Bad,50,1,2,1.018888889,GT Bank,31,30.8,Permanent,Savings,2,1.5,3,2.020555556,1.010277778,365,334.5833333,1,1,10000,12500,30,Test
223,Good,100,2,2,1.018888889,First Bank,29,29.5,Permanent,Savings,0,1.5,3,2.021388889,1.010694444,365,365,0,1,10000,11500,15,Validation
224,Good,100,2,2,1.018888889,GT Bank,31,31.2,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,11500,15,Training
225,Bad,50,1,2,1.002777778,GT Bank,26,26.3,Unknown,Savings,0,1.5,3,2.004722222,1.002361111,365,365,0,1,10000,11500,15,Validation
226,Good,100,2,2,1.019166667,UBA,27,27.3,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,11500,15,Validation
227,Good,100,2,2,1.004166667,UBA,29,28.5,Permanent,Savings,0,1.5,3,2.006111111,1.003055556,365,365,0,1,10000,11500,15,Test
228,Good,100,2,2,1.0125,GT Bank,30,30,Permanent,Savings,2,1.5,3,2.015555556,1.007777778,365,365,1,1,10000,11500,15,Training
229,Good,100,2,2,1.019444444,Access Bank,25,24.9,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,13000,30,Test
230,Good,100,2,2,1.020833333,First Bank,33,33,Permanent,Savings,0,1.5,3,2.022777778,1.011388889,365,365,0,1,10000,11500,15,Training
231,Good,100,2,2,1.018611111,Zenith Bank,30,30.2,Permanent,Savings,2,1.5,3,2.02,1.01,365,365,1,1,10000,13000,30,Training
232,Good,100,2,2,1.0025,Access Bank,32,32.2,Permanent,Savings,0,1.5,3,2.004444444,1.002222222,365,365,0,1,10000,11500,15,Test
233,Bad,50,1,2,1.018888889,UBA,31,30.5,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Test
234,Good,50,1,2,1.018888889,Diamond Bank,36,35.7,Unknown,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Training
235,Good,100,2,2,1.005,GT Bank,25,25.2,Permanent,Savings,0,1.5,3,2.006388889,1.003194444,365,365,0,1,10000,11500,15,Validation
236,Good,50,1,2,1.018888889,GT Bank,45,45.3,Permanent,Savings,0,1.5,3,2.020277778,1.010138889,365,365,0,1,10000,13000,30,Training
237,Good,100,2,2,1.019166667,GT Bank,30,29.7,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,13000,30,Validation
238,Good,50,1,2,1.018888889,GT Bank,39,38.7,Unknown,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,13000,30,Test
239,Good,100,2,2,1.018888889,Zenith Bank,33,33.3,Permanent,Savings,2,1.5,3,2.021111111,1.010555556,365,365,1,1,10000,13000,30,Validation
240,Good,100,2,2,1.004722222,GT Bank,36,35.5,Permanent,Savings,0,1.5,3,2.006944444,1.003472222,365,365,0,1,10000,13000,30,Validation
241,Good,100,2,2,1.019166667,Access Bank,29,28.9,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,13000,30,Training
242,Good,100,2,2,1.002222222,UBA,33,33.2,Permanent,Savings,0,1.5,3,2.004166667,1.002083333,365,365,0,1,10000,11500,15,Training
243,Good,50,1,2,1.018888889,UBA,28,28.1,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,13000,30,Training
244,Good,50,1,2,1.005277778,First Bank,28,28.1,Permanent,Savings,2,1.5,3,2.006944444,1.003472222,365,365,1,1,10000,13000,30,Test
245,Good,100,2,2,1.018611111,UBA,34,34.4,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,11500,15,Training
246,Good,100,2,2,1.020277778,Zenith Bank,45,45.1,Unknown,Savings,0,1.5,3,2.040555556,1.020277778,365,365,0,1,10000,11500,15,Training
247,Bad,0,0,2,1.018888889,GT Bank,25,24.7,Permanent,Savings,2,1.5,3,2.020833333,1.010416667,365,365,1,0,10000,13000,30,Test
248,Good,100,2,2,1.019166667,GT Bank,32,32.1,Unknown,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Test
249,Good,100,2,2,1.002777778,First Bank,24,23.9,Permanent,Savings,0,1.5,3,2.004444444,1.002222222,365,365,0,1,10000,13000,30,Training
250,Good,50,1,2,1.018888889,GT Bank,25,25.1,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,11500,15,Training
251,Bad,50,1,2,1.018888889,GT Bank,33,32.7,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,13000,30,Training
252,Bad,0,0,2,1.02,Zenith Bank,22,22,Unknown,Savings,2,1.5,3,2.022222222,1.011111111,365,365,1,0,10000,13000,30,Validation
253,Bad,0,0,2,1.018611111,FCMB,33,32.6,Unknown,Savings,0,1.5,3,2.02,1.01,365,365,0,0,10000,11500,15,Validation
254,Good,100,2,2,1.018888889,GT Bank,48,47.8,Unknown,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Training
255,Bad,50,1,2,1.004444444,Zenith Bank,40,39.8,Permanent,Savings,0,1.5,3,2.006388889,1.003194444,365,365,0,1,10000,13000,30,Training
256,Good,100,2,2,1.020555556,GT Bank,35,34.7,Permanent,Savings,2,1.5,3,2.022777778,1.011388889,365,365,1,1,10000,13000,30,Test
257,Good,100,2,2,1.003333333,GT Bank,27,27.4,Permanent,Savings,2,1.5,3,2.005277778,1.002638889,365,365,1,1,10000,13000,30,Validation
258,Bad,0,0,2,1.002222222,GT Bank,37,37.3,Unknown,Savings,0,1.5,3,2.003888889,1.001944444,365,365,0,0,10000,11500,15,Test
259,Good,100,2,2,1.019166667,UBA,34,33.8,Unknown,Savings,0,1.5,3,2.022777778,1.011388889,365,365,0,1,10000,13000,30,Test
260,Bad,50,1,2,1.018888889,Zenith Bank,45,45.1,Permanent,Savings,2,1.5,3,2.020833333,1.010416667,365,365,1,1,10000,13000,30,Test
261,Good,100,2,2,1.018888889,Access Bank,23,23.3,Unknown,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,13000,30,Validation
262,Good,100,2,2,1.018888889,GT Bank,39,39.5,Permanent,Savings,2,1.5,3,2.020833333,1.010416667,365,365,1,1,10000,13000,30,Test
263,Good,100,2,2,1.018888889,Fidelity Bank,32,31.7,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Validation
264,Good,100,2,2,1.018888889,GT Bank,43,42.8,Unknown,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,13000,30,Validation
265,Good,100,2,2,1.472777778,GT Bank,35,35,Unknown,Savings,0,1.5,3,2.475833333,1.237916667,365,365,0,1,10000,13000,30,Training
266,Good,50,1,2,1.019166667,GT Bank,32,32.5,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,11500,15,Test
267,Good,100,2,2,1.018611111,Stanbic IBTC,35,35.4,Permanent,Savings,0,1.5,3,2.020277778,1.010138889,365,365,0,1,10000,13000,30,Training
268,Good,100,2,2,1.018611111,EcoBank,29,29.1,Permanent,Savings,0,1.5,3,2.020277778,1.010138889,365,365,0,1,10000,13000,30,Validation
269,Good,100,2,2,1.019166667,Diamond Bank,31,31.3,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Training
270,Good,50,1,2,1.019166667,GT Bank,30,30.1,Permanent,Savings,0,1.5,3,2.021388889,1.010694444,365,365,0,1,10000,13000,30,Test
271,Good,50,1,2,1.018888889,Zenith Bank,28,27.7,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Test
272,Good,100,2,2,1.019722222,GT Bank,38,38.1,Permanent,Savings,2,1.5,3,2.022222222,1.011111111,365,365,1,1,10000,11500,15,Training
273,Good,100,2,2,1.018888889,Heritage Bank,28,27.6,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,13000,30,Test
274,Good,100,2,2,1.019166667,Zenith Bank,35,35.4,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Training
275,Good,100,2,2,1.018888889,UBA,28,28.2,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,13000,30,Validation
276,Good,100,2,2,1.018888889,GT Bank,34,34,Permanent,Savings,2,1.5,3,2.020833333,1.010416667,365,365,1,1,10000,13000,30,Validation
277,Good,50,1,2,1.0025,GT Bank,31,31.3,Permanent,Savings,2,1.5,3,2.004722222,1.002361111,365,334.5833333,1,1,10000,12500,30,Training
278,Bad,0,0,2,1.004722222,UBA,32,32.1,Permanent,Savings,0,1.5,3,2.006388889,1.003194444,365,365,0,0,10000,13000,30,Training
279,Bad,0,0,2,1.003611111,GT Bank,34,34.2,Permanent,Savings,2,1.5,3,2.005277778,1.002638889,365,365,1,0,10000,13000,30,Validation
280,Good,50,1,2,1.003888889,GT Bank,25,25.1,Permanent,Savings,2,1.5,3,2.005277778,1.002638889,365,365,1,1,10000,13000,30,Test
281,Bad,50,1,2,1.002222222,UBA,25,24.6,Permanent,Savings,0,1.5,3,2.003611111,1.001805556,365,365,0,1,10000,13000,30,Test
282,Good,100,2,2,1.018888889,UBA,21,21.3,Student,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,13000,30,Validation
283,Bad,50,1,2,1.018888889,Zenith Bank,32,32.3,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,13000,30,Training
284,Bad,0,0,2,1.001944444,Diamond Bank,26,26.3,Permanent,Savings,0,1.5,3,2.003888889,1.001944444,365,365,0,0,10000,11500,15,Validation
285,Good,100,2,2,1.002222222,FCMB,31,30.9,Permanent,Savings,0,1.5,3,2.004166667,1.002083333,365,365,0,1,10000,13000,30,Training
286,Good,100,2,2,1.018888889,GT Bank,33,32.6,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,11500,15,Validation
287,Bad,0,0,2,1.001944444,First Bank,31,30.6,Permanent,Savings,0,1.5,3,2.003611111,1.001805556,365,365,0,0,10000,13000,30,Validation
288,Good,50,1,2,1.019166667,GT Bank,27,27.2,Permanent,Savings,0,1.5,3,2.021666667,1.010833333,365,365,0,1,10000,13000,30,Test
289,Good,100,2,2,1.002222222,Wema Bank,43,42.8,Permanent,Savings,2,1.5,3,2.004166667,1.002083333,365,365,1,1,10000,11500,15,Validation
290,Bad,0,0,2,1.019166667,UBA,37,36.5,Permanent,Savings,2,1.5,3,2.020833333,1.010416667,365,365,1,0,10000,13000,30,Training
291,Good,50,1,2,1.018611111,Diamond Bank,41,40.8,Permanent,Savings,2,1.5,3,2.020833333,1.010416667,365,365,1,1,10000,13000,30,Training
292,Good,50,1,2,1.003888889,GT Bank,35,35.3,Permanent,Savings,0,1.5,3,2.005555556,1.002777778,365,365,0,1,10000,13000,30,Validation
293,Good,100,2,2,1.003611111,First Bank,33,32.6,Permanent,Savings,0,1.5,3,2.005555556,1.002777778,365,365,0,1,10000,11500,15,Test
294,Bad,0,0,2,1.003333333,First Bank,35,34.5,Permanent,Savings,0,1.5,3,2.005,1.0025,365,365,0,0,10000,13000,30,Validation
295,Good,100,2,2,1.003055556,GT Bank,32,32.3,Permanent,Savings,2,1.5,3,2.005,1.0025,365,365,1,1,10000,13000,30,Validation
296,Good,100,2,2,1.0025,GT Bank,36,36.2,Permanent,Savings,0,1.5,3,2.004166667,1.002083333,365,365,0,1,10000,13000,30,Test
297,Bad,0,0,2,1.004166667,GT Bank,28,27.5,Permanent,Savings,2,1.5,3,2.005833333,1.002916667,365,365,1,0,10000,11500,15,Training
298,Good,100,2,2,1.020277778,EcoBank,28,27.7,Permanent,Savings,0,1.5,3,2.022222222,1.011111111,365,365,0,1,10000,11500,15,Test
299,Bad,50,1,2,1.019166667,Stanbic IBTC,29,29.4,Permanent,Savings,2,1.5,3,2.021388889,1.010694444,365,365,1,1,10000,13000,30,Test
300,Bad,50,1,2,1.019722222,GT Bank,31,30.8,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,13000,30,Test
301,Good,100,2,2,1.019722222,GT Bank,25,25,Permanent,Savings,0,1.5,3,2.021944444,1.010972222,365,365,0,1,10000,13000,30,Validation
302,Good,100,2,2,1.019166667,GT Bank,28,28.3,Unknown,Savings,2,1.5,3,2.021111111,1.010555556,365,365,1,1,10000,13000,30,Training
303,Good,100,2,2,1.020277778,GT Bank,56,55.7,ContractRetiredUnemployed,Savings,0,1.5,3,2.0225,1.01125,365,365,0,1,10000,13000,30,Validation
304,Good,100,2,2,1.018888889,Sterling Bank,39,39,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Test
305,Good,100,2,2,1.004444444,Diamond Bank,28,28.1,Permanent,Savings,0,1.5,3,2.008055556,1.004027778,365,365,0,1,10000,13000,30,Validation
306,Good,100,2,2,1.019444444,GT Bank,24,24.1,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,13000,30,Validation
307,Good,100,2,2,1.019722222,UBA,27,27.4,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,13000,30,Test
308,Good,50,1,2,1.003055556,GT Bank,31,30.9,Permanent,Savings,0,1.5,3,2.005,1.0025,365,365,0,1,10000,11500,15,Validation
309,Good,50,1,2,1.004166667,GT Bank,35,34.5,Unknown,Savings,2,1.5,3,2.006111111,1.003055556,365,365,1,1,10000,13000,30,Test
310,Bad,50,1,2,1.005,UBA,25,24.9,Student,Savings,0,1.5,3,2.006944444,1.003472222,365,365,0,1,10000,13000,30,Training
311,Good,100,2,2,1.019166667,First Bank,55,54.6,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,11500,15,Training
312,Bad,0,0,2,1.018888889,GT Bank,47,47.3,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,0,10000,13000,30,Test
313,Good,100,2,2,1.020555556,GT Bank,24,24.1,Permanent,Savings,0,1.5,3,2.021944444,1.010972222,365,365,0,1,10000,13000,30,Validation
314,Good,100,2,2,1.019166667,Stanbic IBTC,33,33.4,Permanent,Savings,2,1.5,3,2.020833333,1.010416667,365,365,1,1,10000,13000,30,Test
315,Good,100,2,2,1.001944444,Fidelity Bank,29,28.5,Permanent,Other,0,1.5,3,2.003611111,1.001805556,365,365,0,1,10000,13000,30,Training
316,Good,50,1,2,1.002222222,Diamond Bank,37,36.5,Permanent,Savings,0,2,2,1.002222222,1.002222222,365,365,0,1,10000,11500,15,Training
317,Good,100,2,2,1.018888889,GT Bank,32,31.6,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,11500,15,Training
318,Bad,0,0,2,1.019166667,First Bank,29,28.7,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,0,10000,13000,30,Training
319,Good,100,2,2,1.018611111,UBA,37,37.2,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,304.1666667,0,1,10000,11000,15,Validation
320,Good,100,2,2,1.018888889,FCMB,24,24.3,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Validation
321,Good,50,1,2,1.005,Wema Bank,36,36.2,Permanent,Savings,0,2,2,1.005,1.005,365,365,0,1,10000,13000,30,Test
322,Bad,0,0,2,1.018888889,GT Bank,42,42.4,Self-Employed,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,0,10000,13000,30,Validation
323,Good,50,1,2,1.004444444,GT Bank,28,27.1,Student,Savings,0,1.5,3,2.0075,1.00375,365,365,0,1,10000,13000,30,Training
324,Good,100,2,2,1.018888889,Diamond Bank,47,47.2,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,13000,30,Validation
325,Good,100,2,2,1.018888889,GT Bank,29,29,Permanent,Other,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,11500,15,Validation
326,Good,100,2,2,1.018888889,First Bank,31,31.2,Permanent,Other,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,11500,15,Test
327,Good,50,1,2,1.02,Skye Bank,26,25.8,Unknown,Savings,0,1.5,3,2.022777778,1.011388889,365,365,0,1,10000,13000,30,Test
328,Good,100,2,2,1.019444444,Zenith Bank,28,28,Permanent,Other,0,1.5,3,2.021388889,1.010694444,365,365,0,1,10000,13000,30,Test
329,Good,50,1,2,1.004166667,GT Bank,26,25.5,Student,Savings,0,1.5,3,2.006111111,1.003055556,365,365,0,1,10000,13000,30,Validation
330,Good,100,2,2,1.018888889,GT Bank,36,36,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,11500,15,Training
331,Good,100,2,2,1.019166667,UBA,30,29.7,Permanent,Savings,0,1.5,3,2.021388889,1.010694444,365,365,0,1,10000,13000,30,Validation
332,Good,100,2,2,1.018888889,Zenith Bank,27,27.1,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,13000,30,Test
333,Good,100,2,2,1.003333333,GT Bank,26,25.5,Permanent,Savings,0,1.5,3,2.004722222,1.002361111,365,365,0,1,10000,13000,30,Validation
334,Good,100,2,2,1.02,GT Bank,31,31.1,ContractRetiredUnemployed,Savings,0,1.5,3,2.022222222,1.011111111,365,365,0,1,10000,13000,30,Test
335,Good,100,2,2,1.018888889,GT Bank,36,36.3,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,13000,30,Training
336,Good,100,2,2,1.018888889,GT Bank,40,40,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Training
337,Good,50,1,2,1.020277778,First Bank,39,38.8,Permanent,Savings,0,1.5,3,2.021944444,1.010972222,365,365,0,1,10000,13000,30,Validation
338,Good,100,2,2,1.0025,GT Bank,31,31.4,Permanent,Savings,0,1.5,3,2.004166667,1.002083333,365,365,0,1,10000,11500,15,Validation
339,Bad,50,1,2,1.018888889,Diamond Bank,24,23.6,Permanent,Savings,0,1.5,3,2.020277778,1.010138889,365,365,0,1,10000,13000,30,Test
340,Good,100,2,2,1.018888889,Fidelity Bank,36,36.2,Permanent,Savings,2,1.5,3,2.037222222,1.018611111,365,365,1,1,10000,13000,30,Training
341,Bad,50,1,2,1.003333333,GT Bank,21,21.3,Student,Savings,0,1.5,3,2.005,1.0025,365,365,0,1,10000,11500,15,Training
342,Bad,50,1,2,1.003611111,GT Bank,38,38.1,Unknown,Savings,0,1.5,3,2.005277778,1.002638889,365,365,0,1,10000,11500,15,Test
343,Good,100,2,2,1.018888889,Diamond Bank,32,32.3,Permanent,Other,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Training
344,Good,50,1,2,1.003333333,Access Bank,47,47,Permanent,Other,0,1.5,3,2.005,1.0025,365,365,0,1,10000,13000,30,Test
