,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,
3817,Good,GT Bank,61.13 - High,Low - 28,9,30,High,High,Yes,Savings,Norm,61.38333333,10000,13000,365,23,Savings,Validation
3818,Good,First Bank,Low - 60.17,Low - 28,3,15,Low,High,No,Savings,Norm,60.15,10000,11500,365,23,Savings,Training
3904,Bad,GT Bank,Low - 60.17,Low - 28,3,15,High,Low,No,Other,Norm,60.15,10000,11500,365,23,Other,Validation
3923,Good,UBA,60.17 - 60.23,Low - 28,3,30,Low,High,No,Other,Norm,60.21666667,10000,13000,365,23,Other,Validation
4051,Bad,Diamond Bank,Low - 60.17,Low - 28,3,15,Low,High,No,Savings,Norm,60.15,10000,11500,365,23,Savings,Validation
4056,Bad,Zenith Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,Norm,60.1,10000,13000,365,23,Savings,Training
4067,Good,GT Bank,Low - 60.17,Low - 28,9,30,High,High,No,Other,Norm,60.13333333,10000,13000,365,23,Other,Validation
4105,Good,GT Bank,Low - 60.17,Low - 28,3,15,Low,High,No,Other,Norm,60.16666667,4000,4600,365,23,Other,Test
4164,Good,GT Bank,Low - 60.17,Low - 28,3,30,High,Low,No,Other,Norm,60.1,10000,13000,365,23,Other,Validation
4191,Good,Diamond Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,Norm,60.1,10000,13000,365,23,Savings,Training
4196,Good,GT Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,Norm,60.1,10000,13000,365,23,Savings,Validation
4214,Good,GT Bank,Low - 60.17,Low - 28,2,30,Low,Med,No,Savings,Norm,60.13333333,5000,6500,365,23,Savings,Test
4257,Good,GT Bank,61.13 - High,Low - 28,3,30,Low,High,No,Savings,Norm,61.16666667,10000,13000,365,23,Savings,Test
4275,Good,First Bank,60.23 - 61.13,Low - 28,1,15,Low,Low,No,Savings,Norm,61.13333333,10000,11500,365,23,Savings,Test
4296,Good,GT Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,Norm,60.11666667,10000,13000,365,23,Savings,Test
4301,Good,GT Bank,Low - 60.17,Low - 28,2,30,Low,Med,No,Other,Norm,60.16666667,10000,13000,365,23,Other,Validation
4303,Good,First Bank,Low - 60.17,Low - 28,4,15,Med,Med,No,Other,Norm,60.16666667,7000,8050,365,23,Other,Training
4308,Good,FCMB,Low - 60.17,Low - 28,2,15,Low,Med,No,Other,Norm,60.1,5000,5750,365,23,Other,Test
4312,Bad,GT Bank,Low - 60.17,Low - 28,1,30,Low,Low,No,Savings,Norm,60.1,10000,13000,365,23,Savings,Training
4337,Good,Zenith Bank,61.13 - High,Low - 28,6,15,High,Med,No,Savings,Norm,61.16666667,10000,11500,365,23,Savings,Validation
15,Good,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,60.31666667,10000,11500,365,24,Savings,Test
26,Good,EcoBank,60.23 - 61.13,Low - 28,9,30,High,High,No,Other,Norm,60.26666667,10000,13000,365,24,Other,Validation
33,Good,Diamond Bank,61.13 - High,Low - 28,9,15,High,High,No,Savings,Norm,61.15,10000,11500,365,24,Savings,Test
50,Good,Union Bank,Low - 60.17,Low - 28,9,30,High,High,No,Savings,Norm,60.15,10000,13000,365,24,Savings,Validation
54,Good,Skye Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,60.28333333,10000,11500,365,24,Savings,Validation
143,Bad,Access Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,Norm,60.15,10000,13000,365,24,Savings,Validation
162,Good,Access Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,24,Savings,Test
225,Good,Diamond Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,60.26666667,10000,13000,365,24,Savings,Test
273,Bad,GT Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,24,Savings,Training
345,Good,GT Bank,61.13 - High,Low - 28,3,30,Low,High,Yes,Savings,Norm,61.16666667,10000,13000,365,24,Savings,Test
352,Good,Zenith Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,61.11666667,10000,13000,365,24,Savings,Validation
373,Good,First Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,Norm,60.2,10000,11500,365,24,Savings,Training
377,Good,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,60.7,10000,11500,365,24,Savings,Validation
415,Bad,Diamond Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,24,Savings,Validation
482,Bad,First Bank,61.13 - High,Low - 28,3,15,Low,High,Yes,Savings,Norm,61.15,10000,11500,365,24,Savings,Training
493,Good,Diamond Bank,61.13 - High,Low - 28,3,30,Low,High,No,Other,Norm,105.8,10000,13000,365,24,Other,Test
498,Good,EcoBank,Low - 60.17,Low - 28,2,15,Med,Low,No,Savings,Norm,60.15,10000,11500,365,24,Savings,Training
526,Good,Diamond Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,24,Savings,Training
619,Good,GT Bank,60.23 - 61.13,Low - 28,9,15,High,High,No,Savings,Norm,61.11666667,10000,11500,365,24,Savings,Validation
706,Good,GT Bank,61.13 - High,Low - 28,3,30,Low,High,No,Savings,Norm,92.6,10000,13000,365,24,Savings,Validation
717,Good,Diamond Bank,61.13 - High,Low - 28,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,24,Savings,Validation
822,Good,First Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,Norm,60.16666667,10000,13000,365,24,Savings,Test
913,Good,GT Bank,60.17 - 60.23,Low - 28,9,30,High,High,Yes,Savings,Norm,60.21666667,10000,13000,365,24,Savings,Test
967,Good,GT Bank,61.13 - High,Low - 28,3,30,Low,High,No,Savings,Norm,61.16666667,10000,13000,365,24,Savings,Validation
992,Good,GT Bank,61.13 - High,Low - 28,3,30,Low,High,No,Savings,Norm,61.23333333,10000,13000,365,24,Savings,Validation
1065,Bad,First Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Other,Norm,60.18333333,10000,11500,365,24,Other,Training
1084,Good,FCMB,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,24,Savings,Training
1107,Bad,FCMB,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,Norm,60.15,10000,13000,365,24,Savings,Test
1127,Good,Diamond Bank,Low - 60.17,Low - 28,2,15,Med,Low,No,Other,Norm,60.15,10000,11500,365,24,Other,Validation
1191,Good,First Bank,Low - 60.17,Low - 28,1,15,Low,Low,No,Other,Norm,60.15,10000,11500,365,24,Other,Test
1232,Good,EcoBank,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,Norm,60.11666667,10000,13000,365,24,Savings,Training
1241,Bad,Diamond Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,24,Savings,Training
1271,Good,EcoBank,60.23 - 61.13,Low - 28,9,15,High,High,No,Savings,Norm,61.11666667,10000,11500,365,24,Savings,Training
1284,Good,Access Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,24,Savings,Test
1316,Good,First Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,61.11666667,10000,13000,365,24,Savings,Validation
1344,Bad,UBA,61.13 - High,Low - 28,9,15,High,High,No,Savings,Norm,61.18333333,10000,11500,365,24,Savings,Validation
1361,Bad,UBA,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,Norm,60.21666667,10000,11500,365,24,Savings,Test
1380,Bad,FCMB,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,Norm,60.18333333,10000,11500,365,24,Savings,Training
1384,Bad,GT Bank,Low - 60.17,Low - 28,1,30,Low,Low,No,Other,Norm,60.08333333,10000,13000,365,24,Other,Training
1407,Good,Access Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,Norm,60.23333333,10000,11500,365,24,Savings,Test
1414,Good,Diamond Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,Norm,60.2,10000,11500,365,24,Savings,Test
1539,Good,First Bank,60.23 - 61.13,Low - 28,9,15,High,High,No,Savings,Norm,61.13333333,10000,11500,365,24,Savings,Training
1548,Good,GT Bank,60.23 - 61.13,Low - 28,9,15,High,High,No,Savings,Norm,60.96666667,10000,11500,365,24,Savings,Training
1612,Bad,GT Bank,60.17 - 60.23,Low - 28,9,30,High,High,Yes,Savings,Norm,60.2,10000,13000,365,24,Savings,Test
1633,Good,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Other,Norm,60.93333333,10000,11500,365,24,Other,Training
1661,Good,Zenith Bank,Low - 60.17,Low - 28,9,30,High,High,No,Other,Norm,60.13333333,5000,6500,365,24,Other,Test
1798,Good,Zenith Bank,Low - 60.17,Low - 28,1,15,Low,Low,No,Savings,Norm,60.15,10000,11500,365,24,Savings,Training
1820,Bad,EcoBank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,60.28333333,10000,11500,365,24,Savings,Training
1821,Good,First Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,24,Savings,Test
1825,Good,GT Bank,61.13 - High,Low - 28,9,15,High,High,No,Savings,Norm,61.15,10000,11500,365,24,Savings,Training
1864,Good,GT Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,60.26666667,10000,13000,365,24,Savings,Training
1915,Bad,GT Bank,60.23 - 61.13,Low - 28,9,15,High,High,Yes,Savings,Norm,61.13333333,10000,11500,365,24,Savings,Validation
1948,Bad,GT Bank,60.23 - 61.13,Low - 28,9,30,High,High,No,Savings,Norm,60.66666667,10000,13000,365,24,Savings,Training
2009,Good,Access Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,24,Savings,Validation
2029,Good,GT Bank,Low - 60.17,Low - 28,9,15,High,High,Yes,Savings,Norm,60.11666667,10000,11500,365,24,Savings,Test
2055,Bad,Skye Bank,Low - 60.17,Low - 28,9,30,High,High,No,Savings,Norm,60.11666667,10000,13000,365,24,Savings,Training
2062,Good,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,60.33333333,10000,11500,365,24,Savings,Test
2089,Bad,First Bank,60.17 - 60.23,Low - 28,9,30,High,High,No,Savings,Norm,60.2,10000,13000,365,24,Savings,Training
2154,Good,GT Bank,60.23 - 61.13,Low - 28,9,15,High,High,No,Savings,Norm,60.25,10000,11500,365,24,Savings,Test
2156,Bad,UBA,60.17 - 60.23,Low - 28,9,30,High,High,No,Savings,Norm,60.18333333,10000,13000,365,24,Savings,Test
2169,Bad,GT Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,Norm,60.23333333,10000,11500,365,24,Savings,Validation
2229,Good,Access Bank,61.13 - High,Low - 28,3,15,Low,High,Yes,Savings,Norm,61.16666667,10000,11500,365,24,Savings,Training
2247,Bad,EcoBank,Low - 60.17,Low - 28,3,15,Low,High,No,Savings,Norm,60.15,10000,11500,365,24,Savings,Validation
2320,Bad,First Bank,61.13 - High,Low - 28,3,30,Low,High,No,Savings,Norm,61.21666667,10000,13000,365,24,Savings,Test
2368,Good,First Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,Norm,60.13333333,10000,13000,365,24,Savings,Test
2376,Good,Access Bank,60.17 - 60.23,Low - 28,9,30,High,High,No,Savings,Norm,60.2,10000,13000,365,24,Savings,Validation
2388,Bad,First Bank,Low - 60.17,Low - 28,9,30,High,High,No,Savings,Norm,60.16666667,10000,13000,365,24,Savings,Training
2395,Good,Access Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,60.25,10000,13000,365,24,Savings,Training
2415,Bad,UBA,60.17 - 60.23,Low - 28,9,15,High,High,No,Savings,Norm,60.21666667,10000,11500,365,24,Savings,Training
2416,Good,Sterling Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,Norm,60.18333333,10000,11500,365,24,Savings,Test
2454,Good,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,24,Savings,Test
2463,Bad,Skye Bank,60.23 - 61.13,Low - 28,9,15,High,High,No,Savings,Norm,60.38333333,10000,11500,365,24,Savings,Test
2491,Good,EcoBank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,24,Savings,Test
2556,Bad,Sterling Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,24,Savings,Validation
2566,Good,First Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,24,Savings,Validation
2572,Good,Diamond Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,24,Savings,Validation
2579,Good,EcoBank,61.13 - High,Low - 28,3,15,Low,High,No,Savings,Norm,61.18333333,10000,11500,365,24,Savings,Test
2590,Good,Zenith Bank,61.13 - High,Low - 28,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,24,Savings,Training
2627,Good,Fidelity Bank,60.23 - 61.13,Low - 28,9,30,High,High,No,Savings,Norm,60.26666667,10000,13000,365,24,Savings,Training
2664,Bad,FCMB,60.17 - 60.23,Low - 28,1,30,Low,Low,Yes,Savings,Norm,60.23333333,10000,13000,365,24,Savings,Training
2708,Bad,UBA,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,24,Savings,Test
2750,Good,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,High,Yes,Savings,Norm,60.26666667,10000,11500,365,24,Savings,Training
2835,Good,UBA,Low - 60.17,Low - 28,3,15,Low,High,No,Savings,Norm,60.16666667,10000,11500,365,24,Savings,Training
2851,Good,UBA,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,60.26666667,10000,11500,365,24,Savings,Validation
2917,Bad,GT Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Other,Norm,60.1,10000,13000,365,24,Other,Training
2953,Good,GT Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,24,Savings,Test
2956,Good,Fidelity Bank,60.23 - 61.13,Low - 28,9,15,High,High,No,Other,Norm,61.13333333,10000,11500,365,24,Other,Test
2989,Good,EcoBank,60.17 - 60.23,Low - 28,9,30,High,High,No,Savings,Norm,60.21666667,10000,13000,365,24,Savings,Training
3001,Good,Skye Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,Norm,60.16666667,8000,10400,365,24,Savings,Test
3007,Good,GT Bank,Low - 60.17,Low - 28,2,15,Med,Low,No,Other,Norm,60.13333333,10000,11500,365,24,Other,Test
3009,Bad,Skye Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,24,Savings,Test
3059,Good,Diamond Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Other,Norm,60.18333333,10000,13000,365,24,Other,Validation
3071,Good,EcoBank,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,Norm,60.15,10000,13000,365,24,Savings,Training
3077,Good,Access Bank,Low - 60.17,Low - 28,9,30,High,High,No,Savings,Norm,60.16666667,10000,13000,365,24,Savings,Validation
3109,Bad,First Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,24,Savings,Training
3220,Good,Zenith Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Other,Norm,60.1,10000,13000,365,24,Other,Test
3227,Bad,FCMB,61.13 - High,Low - 28,9,15,High,High,No,Savings,Norm,61.18333333,10000,11500,365,24,Savings,Training
3346,Good,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,60.31666667,10000,11500,365,24,Savings,Training
3399,Good,First Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,Norm,60.18333333,10000,11500,365,24,Savings,Test
3472,Bad,UBA,60.17 - 60.23,Low - 28,3,30,Low,High,Yes,Savings,Norm,60.23333333,10000,13000,365,24,Savings,Test
3477,Good,Diamond Bank,60.23 - 61.13,Low - 28,3,30,Low,High,Yes,Savings,Norm,61.13333333,10000,13000,365,24,Savings,Test
3561,Good,UBA,Low - 60.17,Low - 28,9,30,High,High,No,Savings,Norm,60.15,10000,13000,365,24,Savings,Test
3562,Good,First Bank,Low - 60.17,Low - 28,6,30,Med,High,No,Other,Norm,60.16666667,10000,13000,365,24,Other,Test
3703,Bad,GT Bank,60.17 - 60.23,Low - 28,6,30,Med,High,No,Other,Norm,60.18333333,10000,13000,365,24,Other,Training
3743,Good,First Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,24,Savings,Test
3794,Bad,GT Bank,60.17 - 60.23,Low - 28,2,30,Med,Low,No,Other,Norm,60.18333333,10000,13000,365,24,Other,Training
3797,Good,Stanbic IBTC,60.23 - 61.13,Low - 28,1,15,Low,Low,No,Other,Norm,60.28333333,10000,11500,365,24,Other,Test
3831,Good,Zenith Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,Norm,60.11666667,10000,13000,365,24,Savings,Training
3853,Bad,UBA,61.13 - High,Low - 28,6,15,Med,High,No,Savings,Norm,61.21666667,10000,11500,365,24,Savings,Training
3915,Bad,FCMB,Low - 60.17,Low - 28,3,15,Low,High,No,Other,Norm,60.1,10000,11500,365,24,Other,Validation
4052,Good,GT Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Other,Norm,60.1,5000,6500,365,24,Other,Validation
4192,Good,Access Bank,Low - 60.17,Low - 28,3,30,High,Low,No,Other,Norm,60.15,5000,6500,365,24,Other,Validation
4210,Good,GT Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Other,Norm,60.11666667,10000,13000,365,24,Other,Training
4223,Good,Diamond Bank,Low - 60.17,Low - 28,4,30,Med,Med,No,Savings,Norm,60.1,10000,13000,365,24,Savings,Validation
4277,Good,GT Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Other,Norm,60.1,5000,6500,365,24,Other,Test
34,Good,GT Bank,61.13 - High,Low - 28,3,30,Low,High,No,Savings,Norm,61.21666667,10000,13000,365,25,Savings,Training
45,Good,Zenith Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,60.63333333,10000,11500,365,25,Savings,Validation
61,Good,Diamond Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,Norm,60.2,10000,11500,365,25,Savings,Training
66,Good,Stanbic IBTC,60.23 - 61.13,Low - 28,3,15,Low,High,Yes,Savings,Norm,61.13333333,10000,11500,365,25,Savings,Training
109,Good,Zenith Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,60.28333333,10000,11500,365,25,Savings,Validation
118,Good,GT Bank,Low - 60.17,Low - 28,4,30,Med,Med,No,Savings,Norm,60.15,10000,13000,365,25,Savings,Test
174,Good,Zenith Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,Norm,60.21666667,10000,13000,365,25,Savings,Validation
203,Good,EcoBank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,Norm,60.23333333,10000,11500,365,25,Savings,Validation
223,Bad,Sterling Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,61.11666667,10000,13000,365,25,Savings,Test
229,Good,First Bank,61.13 - High,Low - 28,3,15,Low,High,Yes,Savings,Norm,61.15,10000,11500,365,25,Savings,Training
245,Good,First Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,60.31666667,10000,11500,365,25,Savings,Test
302,Good,Stanbic IBTC,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,25,Savings,Training
346,Good,GT Bank,60.23 - 61.13,Low - 28,9,15,High,High,No,Savings,Norm,61.13333333,10000,11500,365,25,Savings,Validation
353,Bad,UBA,60.23 - 61.13,Low - 28,9,15,High,High,No,Savings,Norm,61.11666667,10000,11500,365,25,Savings,Validation
360,Good,UBA,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,25,Savings,Training
361,Bad,Stanbic IBTC,61.13 - High,Low - 28,3,15,Low,High,No,Savings,Norm,61.2,10000,11500,365,25,Savings,Validation
364,Good,Zenith Bank,60.23 - 61.13,Low - 28,3,30,Low,High,Yes,Savings,Norm,60.26666667,10000,13000,365,25,Savings,Test
395,Good,Access Bank,61.13 - High,Low - 28,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,25,Savings,Training
405,Good,Access Bank,Low - 60.17,Low - 28,6,30,Med,High,No,Other,Norm,60.16666667,10000,13000,365,25,Other,Training
455,Bad,GT Bank,61.13 - High,Low - 28,3,30,Low,High,Yes,Savings,Norm,61.16666667,10000,13000,365,25,Savings,Test
479,Good,Fidelity Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,Norm,60.18333333,10000,11500,365,25,Savings,Test
494,Good,GT Bank,60.23 - 61.13,Low - 28,6,15,Med,High,No,Other,Norm,60.26666667,10000,11500,365,25,Other,Validation
557,Good,GT Bank,Low - 60.17,Low - 28,3,15,Low,High,No,Savings,Norm,60.11666667,10000,11500,365,25,Savings,Test
667,Good,First Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,25,Savings,Test
669,Good,First Bank,60.17 - 60.23,Low - 28,9,15,High,High,Yes,Savings,Norm,60.23333333,10000,11500,365,25,Savings,Test
671,Bad,FCMB,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,60.58333333,10000,13000,365,25,Savings,Test
686,Good,GT Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,25,Savings,Test
763,Good,Access Bank,61.13 - High,Low - 28,3,30,Low,High,No,Savings,Norm,61.16666667,10000,13000,365,25,Savings,Validation
783,Good,GT Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,60.3,10000,13000,365,25,Savings,Test
794,Bad,GT Bank,60.23 - 61.13,Low - 28,9,30,High,High,No,Savings,Norm,61.13333333,10000,13000,365,25,Savings,Validation
795,Good,Stanbic IBTC,Low - 60.17,Low - 28,3,15,Low,High,No,Savings,Norm,60.13333333,10000,11500,365,25,Savings,Validation
810,Bad,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,High,Yes,Savings,Norm,61.13333333,10000,11500,365,25,Savings,Test
824,Good,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,25,Savings,Training
839,Bad,Sterling Bank,60.17 - 60.23,Low - 28,9,30,High,High,No,Savings,Norm,60.18333333,10000,13000,365,25,Savings,Validation
843,Good,First Bank,Low - 60.17,Low - 28,9,30,High,High,No,Savings,Norm,60.16666667,10000,13000,365,25,Savings,Test
869,Good,Fidelity Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,25,Savings,Validation
870,Bad,UBA,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,60.3,10000,13000,365,25,Savings,Test
872,Good,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,25,Savings,Test
895,Good,GT Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,25,Savings,Validation
905,Good,GT Bank,60.17 - 60.23,Low - 28,3,30,Low,High,Yes,Savings,Norm,60.23333333,10000,13000,365,25,Savings,Test
907,Bad,UBA,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,Norm,60.13333333,10000,13000,365,25,Savings,Validation
909,Bad,Sterling Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,60.36666667,10000,13000,365,25,Savings,Test
941,Good,Stanbic IBTC,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,Norm,60.11666667,10000,13000,365,25,Savings,Validation
948,Good,GT Bank,61.13 - High,Low - 28,3,30,Low,High,No,Savings,Norm,61.18333333,10000,13000,365,25,Savings,Test
984,Bad,UBA,60.23 - 61.13,Low - 28,9,15,High,High,No,Savings,Norm,60.3,10000,11500,365,25,Savings,Training
1024,Good,GT Bank,60.17 - 60.23,Low - 28,4,30,Med,Med,No,Other,Norm,60.18333333,10000,13000,365,25,Other,Training
1050,Good,GT Bank,61.13 - High,Low - 28,3,30,Low,High,No,Savings,Norm,61.16666667,10000,13000,365,25,Savings,Training
1131,Good,GT Bank,Low - 60.17,Low - 28,6,15,Med,High,No,Other,Norm,60.15,10000,11500,365,25,Other,Training
1149,Bad,EcoBank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,Norm,60.2,10000,11500,365,25,Savings,Training
1150,Good,UBA,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,60.25,10000,13000,365,25,Savings,Test
1176,Good,Access Bank,Low - 60.17,Low - 28,6,15,Med,High,No,Savings,Norm,60.16666667,10000,11500,365,25,Savings,Validation
