Source,good_bad_flag of perf-trainperf,termdays,referral,bank_account_type_recode,bank_name_clients,employment_status_clients_Risk,DemoCreditRating,AgeAtTimeofLoan Groups 2_25thPctile,DurApproval Groups,loanamount Groups,___Class___,___Validation___,No Weighting,Weighting,Undersampling,Oversampling,Tomek,SMOTE plus Tomek,Naive No Weighting,Naive Weighting,Naive Under Sampling,Naive Over Sampling,Naive SMOTE,Naive Tomek,Naive SMOTE plus Tomek,Neural No Weighting,Neural Weighting,Neural Under Sampling,Neural Over Sampling,Neural SMOTE,Neural Tomek,Neural SMOTE plus Tomek,BootstrapForest No Weighting,BootstrapForest Weighting,BootstrapForest Under Sampling,BootstrapForest Over Sampling,BootstrapForest SMOTE,BootstrapForest Tomek,BootstrapForest SMOTE plus Tomek,BoostedTree No Weighting,BoostedTree Weighting,BoostedTree Under Sampling,BoostedTree Over Sampling,BoostedTree SMOTE,BoostedTree Tomek,BoostedTree SMOTE plus Tomek,SVM No Weighting,SVM Weighting,SVM Under Sampling,SVM Over Sampling,SVM SMOTE,SVM Tomek,SVM SMOTE plus Tomek,GenReg No Weighting,GenReg Weighting,GenReg Under Sampling,GenReg Over Sampling,GenReg SMOTE,GenReg Tomek,GenReg SMOTE plus Tomek,Prob(good_bad_flag of perf-trainperf==Bad),Prob(good_bad_flag of perf-trainperf==Good),Most Likely good_bad_flag of perf-trainperf
Training Set for Newloandemo_4344,Good,15,No,Savings,Skye Bank,Low,3,Low - 28,60.23 - 61.13,Norm,0,Training,1,1,1,1,1,1,0.27554637,0.57712983,0.48174404,0.4412938,0.58688449,0.29885016,0.58054395,0.166585784,0.728858329,0.503907756,0.530074426,0.722943373,0.335373416,0.484075079,,,0.433430964,,,0.260210677,,0.218329272,0.524081281,0.581347358,0.51021482,0.629104061,0.219985613,0.426382587,0.27420889,0.63146192,0.60194809,0.47153213,0.6743503,0.23926413,0.64216768,0.284174203,0.544918859,0.508422959,0.503881756,0.734907907,0.309707441,0.728310681,0.522984587,0.477015413,Bad
Training Set for Newloandemo_4344,Good,30,Yes,Savings,Diamond Bank,Low,3,Low - 28,61.13 - High,Norm,0,Training,1,1,0,1,1,1,0.17452799,0.43074297,0.47290525,0.46922277,0.56520998,0.18180619,0.57430668,0.141842632,0.508631392,0.453716963,0.416124881,0.36376289,0.202867455,0.657878238,,,0.411319651,,,0.068688155,,0.215850848,0.32134344,0.599417599,0.187391844,0.676576958,0.210144026,0.672168802,0.16456396,0.45137576,0.54583564,0.5430397,0.58145186,0.16408146,0.55713651,0.218200225,0.508665192,0.508422959,0.509879976,0.553843974,0.230416963,0.554237902,0.449883445,0.550116555,Good
Training Set for Newloandemo_4344,Good,15,No,Savings,Diamond Bank,Low,3,32 - 36,Low - 60.17,Norm,0,Validation,1,1,0,1,1,1,0.09545393,0.27470071,0.25241626,0.27123695,0.35421838,0.09802187,0.35123491,0.134355045,0.282065905,0.304582415,0.270879084,0.35836487,0.11854981,0.460749343,,,0.376629956,,,0.079744514,,0.19967802,0.293769549,0.481902567,0.466037565,0.552288608,0.214299305,0.538483909,0.16398641,0.24222896,0.29333027,0.27519849,0.49701449,0.16317819,0.48091851,0.205410102,0.48667286,0.494707157,0.482496214,0.624900269,0.212647716,0.655123407,0.289501747,0.710498254,Good
Training Set for Newloandemo_4344,Good,30,No,Savings,Zenith Bank,High,9,Low - 28,60.23 - 61.13,Norm,0,Validation,1,1,0,1,0,0,0.50721887,0.78673241,0.70903315,0.80292109,0.82373377,0.53637463,0.82345367,0.246193015,0.574194398,0.572220048,0.577278418,0.674350563,0.398608049,0.90512339,,,0.657471291,,,0.451872429,,0.772272352,0.694458249,0.620390651,0.667361224,0.798504657,0.618721202,0.799244467,0.85416651,0.67279212,0.65994739,0.67623313,0.71333874,0.86070017,0.6966957,0.338972539,0.642470887,0.564727623,0.626642712,0.735303317,0.360622433,0.728852936,0.878039304,0.121960696,Bad
Training Set for Newloandemo_4344,Good,15,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm,0,Validation,1,1,0,1,1,1,0.22336946,0.50834131,0.51944017,0.50437721,0.63136124,0.23313173,0.63995297,0.184872793,0.513159977,0.54351681,0.45875677,0.709676712,0.256476219,0.655180647,,,0.600420651,,,0.219946917,,0.218329272,0.511672044,0.581347358,0.51021482,0.629104061,0.259364424,0.6301177,0.16371841,0.48121296,0.59725702,0.46672602,0.73727322,0.16344115,0.7444698,0.217277893,0.502727934,0.504499219,0.491387503,0.656377639,0.22405774,0.663457922,0.679744914,0.320255086,Bad
Training Set for Newloandemo_4344,Good,15,No,Savings,Diamond Bank,Low,3,Low - 28,60.17 - 60.23,Norm,0,Validation,1,1,1,1,1,1,0.19137149,0.45941355,0.39577622,0.48643156,0.59219225,0.19916678,0.60532389,0.155223968,0.549165605,0.429354606,0.594922022,0.645797804,0.226690663,0.692983604,,,0.636858079,,,0.542662523,,0.368674649,0.563048724,0.406508987,0.588643884,0.69086624,0.33947733,0.720508155,0.56065662,0.71784587,0.56264138,0.77462855,0.7636812,0.63570877,0.78658246,0.239271924,0.540721945,0.508422959,0.575070816,0.695421059,0.25541287,0.731896372,0.882307352,0.117692648,Bad
Training Set for Newloandemo_4344,Good,15,No,Savings,GT Bank,Low,3,36 - High,Low - 60.17,Norm,0,Training,1,1,0,1,1,1,0.14893154,0.38608316,0.45291643,0.39315988,0.4791077,0.15313986,0.47343095,0.142871757,0.474286867,0.504110154,0.402914972,0.48317246,0.189221814,0.493785638,,,0.478715079,,,0.047145065,,0.198432624,0.469683096,0.55769271,0.466037565,0.317873582,0.218297172,0.465718053,0.14711454,0.24610141,0.49315591,0.22608846,0.30943177,0.14617648,0.25638443,0.20028609,0.472254668,0.504499219,0.480108336,0.498547504,0.199383751,0.483444197,0.151443651,0.848556349,Good
Training Set for Newloandemo_4344,Good,15,No,Savings,Stanbic IBTC,Low,3,32 - 36,60.17 - 60.23,Norm,0,Training,1,1,0,1,1,1,0.10280588,0.29119195,0.28843632,0.30516937,0.32258636,0.11532693,0.31957434,0.158473317,0.315926482,0.329870232,0.382602834,0.332891215,0.148466731,0.196626883,,,0.308349501,,,0.044442251,,0.180295661,0.452978807,0.454639143,0.464625991,0.23576262,0.185139347,0.203020259,0.09503988,0.21194245,0.25324594,0.21948562,0.12613377,0.10065832,0.11257421,0.18287257,0.433945544,0.459546958,0.447886107,0.348064452,0.197588934,0.319531777,0.122531414,0.877468586,Good
Training Set for Newloandemo_4344,Good,15,Yes,Savings,Stanbic IBTC,Low,3,Low - 28,60.23 - 61.13,Norm,0,Training,1,1,0,1,1,1,0.15250032,0.39161696,0.42518582,0.37593578,0.44027315,0.17508025,0.44744861,0.159428925,0.39938183,0.441306232,0.290313085,0.41836574,0.172451804,0.522975266,,,0.42872885,,,0.081949624,,0.059840808,0.094643902,0.30948786,0.320138681,0.113895091,0.005554408,0.225052656,0.08873923,0.27755134,0.39798765,0.24818269,0.19827232,0.10402389,0.19631752,0.185943182,0.440540633,0.473200848,0.457146001,0.418076546,0.199903564,0.366770098,0.178782867,0.821217133,Good
Training Set for Newloandemo_4344,Good,15,No,Savings,GT Bank,Low,3,36 - High,60.23 - 61.13,Norm,0,Validation,1,1,1,1,1,1,0.16868546,0.42175069,0.47247643,0.41068939,0.52841183,0.1725458,0.52837441,0.171734476,0.490710872,0.486805769,0.396918672,0.498152531,0.187061284,0.547630879,,,0.643963271,,,0.353820924,,0.203884208,0.469683096,0.55769271,0.466037565,0.550245861,0.218297172,0.554216527,0.16582506,0.36823198,0.48144963,0.38939074,0.6548847,0.16425525,0.64274389,0.20028609,0.472254668,0.504499219,0.480108336,0.566457263,0.199383751,0.579560629,0.621670627,0.378329374,Bad
Training Set for Newloandemo_4344,Bad,30,No,Savings,FCMB,Low,3,Low - 28,Low - 60.17,Norm,1,Training,1,3.586726998,1,2,1,1,0.30697163,0.61410187,0.69097704,0.63775649,0.65317727,0.31373036,0.65532237,0.249047147,0.775093408,0.729829991,0.784707129,0.754187414,0.391048271,0.838527705,,,0.802481386,,,0.521000187,,0.39120359,0.713352715,0.540304841,0.536925977,0.796935186,0.340859619,0.683389989,0.89065785,0.80149237,0.78338804,0.82202778,0.77983834,0.85912896,0.7891569,0.499879508,0.700140206,0.671367425,0.692718906,0.907046442,0.51924526,0.913638123,0.895881154,0.104118846,Bad
Training Set for Newloandemo_4344,Good,15,Yes,Savings,Diamond Bank,Low,3,36 - High,60.23 - 61.13,Norm,0,Validation,1,1,0,1,1,1,0.13165245,0.3518681,0.37983473,0.33030697,0.45064303,0.13520112,0.45664549,0.175193896,0.350092035,0.374490881,0.371468388,0.365859761,0.161546079,0.581078913,,,0.478658975,,,0.198659497,,0.271684903,0.489913819,0.274831111,0.459022493,0.407221019,0.304761893,0.448984156,0.35746797,0.33463295,0.27646537,0.44078868,0.33881008,0.37621827,0.30390811,0.212494024,0.500648644,0.508422959,0.492593557,0.458438327,0.221626281,0.409660179,0.511420362,0.488579638,Bad
Training Set for Newloandemo_4344,Good,15,No,Other,Diamond Bank,Low,3,32 - 36,60.17 - 60.23,Norm,0,Training,1,1,1,1,1,1,0.06908812,0.20990517,0.17580799,0.20484504,0.26688952,0.07010596,0.267168,0.133849491,0.169719966,0.20764003,0.181401551,0.211324326,0.097672313,0.234593796,,,0.169296795,,,0.076000391,,0.135365762,0.222868994,0.032772142,0.201363737,0.125009948,0.134084165,0.176608368,0.07524585,0.17430508,0.16121724,0.13797029,0.12583842,0.06473261,0.12184457,0.158163607,0.409532017,0.415523497,0.389728251,0.310937952,0.164825867,0.330751819,0.147866174,0.852133826,Good
Training Set for Newloandemo_4344,Bad,30,No,Savings,Stanbic IBTC,Low,3,28 - 32,60.17 - 60.23,Norm,1,Training,1,3.586726998,1,1,1,1,0.14029187,0.3693556,0.35582159,0.39003315,0.4100248,0.15619471,0.4084478,0.206052987,0.468761471,0.377479947,0.431244607,0.452387282,0.189186739,0.214490672,,,0.505520131,,,0.309238256,,0.219821453,0.484789026,0.5011902,0.515996148,0.521340658,0.225188799,0.537987563,0.1643047,0.4400285,0.42887758,0.42720879,0.3752334,0.2163176,0.33986496,0.194603054,0.455670251,0.473200848,0.485405867,0.533786977,0.214442561,0.534436402,0.429933405,0.570066595,Good
Training Set for Newloandemo_4344,Bad,15,No,Savings,GT Bank,High,9,Low - 28,60.23 - 61.13,Norm,1,Training,1,3.586726998,1,6,1,1,0.46448401,0.75661308,0.65906508,0.77466156,0.80707869,0.49020304,0.80766384,0.350467844,0.696240055,0.586204347,0.66533667,0.753569849,0.368243617,0.734311957,,,0.750488775,,,0.455094394,,0.567309193,0.805625245,0.931008433,0.789776038,0.860657451,0.518418623,0.83248635,0.89213928,0.78165624,0.85893563,0.8177857,0.77488611,0.88749348,0.80124219,0.392115876,0.678989407,0.579708522,0.6706859,0.865429461,0.418500913,0.872983861,0.758785804,0.241214196,Bad
Training Set for Newloandemo_4344,Good,15,No,Other,Stanbic IBTC,Low,3,Low - 28,60.17 - 60.23,Norm,0,Validation,1,1,0,1,1,1,0.09704137,0.27770338,0.25660896,0.27987212,0.30405574,0.11088811,0.30513723,0.15275143,0.346253253,0.297464449,0.373758165,0.206384,0.149919279,0.260624883,,,0.184828147,,,0.051611342,,0.166286879,0.27180944,0.177357205,0.218570997,0.159302764,0.197796537,0.097700628,0.07888427,0.25609867,0.2215318,0.24531933,0.28101556,0.07555755,0.26090478,0.15910675,0.337040229,0.328142465,0.401045824,0.127292889,0.169581784,0.1196448,0.295592318,0.704407682,Good
Training Set for Newloandemo_4344,Bad,15,No,Savings,First Bank,Low,3,32 - 36,61.13 - High,Norm,1,Training,1,3.586726998,1,4,1,1,0.14925271,0.38628062,0.44767227,0.39076858,0.46020169,0.1555714,0.45705028,0.207436098,0.385735898,0.447785096,0.259778506,0.530788183,0.167782597,0.678124981,,,0.523987121,,,0.33791897,,0.196365836,0.470992181,0.430005339,0.46194456,0.589614314,0.208849487,0.567736958,0.11486551,0.39432805,0.33825351,0.28017388,0.64052662,0.14257453,0.68525797,0.205410102,0.48667286,0.494707157,0.482496214,0.522889968,0.212647716,0.546908821,0.749227018,0.250772982,Bad
Training Set for Newloandemo_4344,Good,30,No,Other,Fidelity Bank,Low,3,Low - 28,Low - 60.17,Norm,0,Validation,1,1,0,1,1,1,0.21675896,0.49779492,0.6133979,0.46515376,0.49434502,0.22977568,0.50148618,0.201058421,0.650308535,0.609659057,0.66164544,0.630350384,0.256949887,0.640627173,,,0.561979928,,,0.454320565,,0.175279127,0.469620399,0.407745783,0.420918315,0.522781081,0.245938633,0.737990874,0.75575759,0.66280637,0.47027702,0.53689592,0.59685493,0.80749512,0.62736309,0.349361705,0.537769025,0.44648726,0.508039512,0.729910553,0.405975779,0.770746762,0.632358174,0.367641826,Bad
Training Set for Newloandemo_4344,Good,30,No,Other,Fidelity Bank,Med,6,28 - 32,Low - 60.17,Norm,0,Validation,1,1,0,1,1,1,0.14222131,0.37145456,0.48147019,0.32563065,0.35762035,0.15816695,0.34666387,0.220111483,0.620365687,0.534112111,0.591908269,0.55046288,0.189548628,0.369185519,,,0.42544888,,,0.214729689,,0.175063843,0.268621246,0.275420811,0.398494289,2.31225E-05,0.182192901,0.026725849,0.63459628,0.43316055,0.3589528,0.40535968,0.25233119,0.61316009,0.22971089,0.257597472,0.481109529,0.44648726,0.472435973,0.679791284,0.261959558,0.657861404,0.272311389,0.727688611,Good
Training Set for Newloandemo_4344,Bad,15,No,Other,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm,1,Training,1,3.586726998,1,1,1,1,0.09592263,0.2755555,0.28186488,0.23713723,0.33348775,0.09808622,0.33005562,0.141746829,0.375915389,0.292046252,0.244683022,0.239078559,0.125929219,0.267921802,,,0.37188902,,,0.197441036,,0.128565736,0.375355322,0.365972593,0.237146998,0.37194314,0.138279063,0.386730952,0.16362768,0.20759856,0.22252659,0.13220469,0.20187276,0.16352757,0.18615719,0.151088473,0.388698256,0.425066711,0.368594619,0.420437548,0.149039824,0.422260275,0.331583116,0.668416884,Good
Training Set for Newloandemo_4344,Good,30,No,Other,UBA,Low,3,Low - 28,60.17 - 60.23,Norm,0,Validation,1,1,0,1,1,1,0.19513374,0.46503573,0.3936478,0.45979747,0.53553749,0.21006944,0.55232365,0.160007693,0.526679607,0.421651125,0.517973877,0.43486616,0.218394389,0.595497491,,,0.45699268,,,0.129770445,,0.181094668,0.299804756,0.57638698,0.435052953,0.546251363,0.188829748,0.375196848,0.16322374,0.51275739,0.42414608,0.37915505,0.54146714,0.16585611,0.54534122,0.187782176,0.463471982,0.476244515,0.487258082,0.583633424,0.204376862,0.617857071,0.411768465,0.588231535,Good
Training Set for Newloandemo_4344,Good,15,No,Savings,Stanbic IBTC,Med,6,32 - 36,60.17 - 60.23,Norm,0,Training,1,1,0,1,1,1,0.09167224,0.26477118,0.25596857,0.2814256,0.30803826,0.10999988,0.29644245,0.24097929,0.383218845,0.359478174,0.402883094,0.209520137,0.146366577,0.153407846,,,0.376311511,,,0.106094971,,0.185629691,0.452978807,0.501671969,0.210570119,0.344415626,0.203070582,0.35061306,0.07038744,0.24218583,0.30664636,0.22607226,0.16504153,0.1645465,0.1231267,0.21219233,0.498452027,0.494707157,0.493045447,0.365079755,0.224787433,0.324322659,0.329943729,0.670056272,Good
Training Set for Newloandemo_4344,Good,15,No,Other,GT Bank,Low,3,32 - 36,60.17 - 60.23,Norm,0,Training,1,1,0,1,1,1,0.09162626,0.26547583,0.28074862,0.26635378,0.32785216,0.09334018,0.3262894,0.135806149,0.36625293,0.310347629,0.295965807,0.259434988,0.130289167,0.268373309,,,0.393655009,,,0.16059856,,0.135365762,0.368712636,0.128422229,0.35303226,0.125009948,0.134084165,0.224343142,0.1640319,0.25142068,0.25866913,0.22581015,0.12669568,0.1634254,0.10620446,0.148488452,0.382348862,0.411716231,0.377908432,0.20881219,0.147205776,0.191339532,0.268565832,0.731434168,Good
Training Set for Newloandemo_4344,Good,30,No,Other,GT Bank,Low,3,32 - 36,60.17 - 60.23,Norm,0,Training,1,1,0,1,1,1,0.10882502,0.3045152,0.32296205,0.32003285,0.37922219,0.11022157,0.37911258,0.139632812,0.344011026,0.346107325,0.356537021,0.298812996,0.139891228,0.373049732,,,0.461714845,,,0.167801781,,0.171400252,0.4026917,0.558849909,0.419536028,0.351441385,0.176042953,0.329469791,0.16602769,0.24087442,0.29074944,0.22936408,0.13647158,0.16538343,0.1231203,0.152809397,0.389950406,0.411716231,0.394297704,0.29195054,0.153627215,0.262024031,0.335845806,0.664154194,Good
Training Set for Newloandemo_4344,Bad,15,No,Other,First Bank,High,3,Low - 28,60.17 - 60.23,Norm,1,Training,1,3.586726998,1,5,1,1,0.25605263,0.55212374,0.49144549,0.55662948,0.60133962,0.27280656,0.61044105,0.224401112,0.507727942,0.503801306,0.449705448,0.73311806,0.330276589,0.832958097,,,0.5169547,,,0.320002065,,0.212185528,0.482964583,0.367526985,0.591094504,0.786278811,0.256797525,0.699396299,0.59350953,0.64762018,0.3711592,0.76013995,0.73722675,0.66095868,0.74441077,0.311509084,0.557601425,0.559600441,0.630215312,0.637362137,0.346645048,0.718293444,0.85307423,0.14692577,Bad
Training Set for Newloandemo_4344,Good,30,No,Other,GT Bank,Med,6,Low - 28,Low - 60.17,Norm,0,Training,1,1,0,1,0,0,0.12544225,0.33865647,0.35304883,0.34919302,0.44115401,0.13938996,0.43200259,0.218078748,0.402789568,0.475040438,0.403777869,0.625652561,0.199764305,0.631349056,,,0.396043816,,,0.102956688,,0.098860386,0.147853085,0.425076538,0.398494289,0.63154766,0.160337523,0.595278378,0.07967284,0.22121376,0.26592163,0.18494304,0.64354553,0.14418916,0.70296729,0.191305404,0.465482647,0.434489681,0.426473097,0.600801872,0.207845287,0.618391297,0.627099907,0.372900093,Bad
Training Set for Newloandemo_4344,Good,15,No,Other,First Bank,Med,6,Low - 28,Low - 60.17,Norm,0,Training,1,1,0,1,1,1,0.13329239,0.35424512,0.3528158,0.33198157,0.42030716,0.15172225,0.41385032,0.219736535,0.393102592,0.4733306,0.400045486,0.360324808,0.143225118,0.607817663,,,0.359192366,,,0.046191693,,0.134888189,0.149001787,0.297321309,0.244354499,0.017578488,0.146936881,0.021916944,0.13978132,0.24197789,0.33512751,0.22608624,0.2283396,0.16315795,0.21714671,0.177990775,0.45039534,0.428907423,0.409026967,0.387143157,0.192709433,0.345533065,0.155453587,0.844546413,Good
Training Set for Newloandemo_4344,Good,30,No,Savings,First Bank,Med,6,36 - High,60.17 - 60.23,Norm,0,Validation,1,1,0,1,1,1,0.23901692,0.52919165,0.55705482,0.55924104,0.63157777,0.26096562,0.62962911,0.351817961,0.436303849,0.629149235,0.479589884,0.550141519,0.306956074,0.520325569,,,0.66806464,,,0.234118773,,0.164884457,0.38725085,0.486700002,0.2924888,0.271473984,0.264489677,0.36708717,0.16554248,0.63977074,0.71877404,0.65338716,0.69277013,0.16620014,0.70328012,0.22538328,0.512428402,0.532525987,0.513459064,0.690268873,0.254867688,0.683783369,0.449934902,0.550065099,Good
Training Set for Newloandemo_4344,Good,30,No,Other,Zenith Bank,Low,3,32 - 36,60.23 - 61.13,Norm,0,Validation,1,1,0,1,1,1,0.09668481,0.2772219,0.30734669,0.24700363,0.32415913,0.099812,0.31939481,0.230111632,0.522636066,0.346231788,0.426582267,0.330620706,0.088543417,0.242574621,,,0.201044087,,,0.024039706,,0.149985367,0.265298121,0.290653919,0.235412724,0.020913738,0.09206692,0.000650459,0.06083352,0.15727744,0.23752873,0.14537788,0.0812722,0.06278751,0.06960371,0.159677679,0.410247236,0.415523497,0.389538248,0.198816036,0.166479739,0.153402714,0.03582381,0.96417619,Good
Training Set for Newloandemo_4344,Good,30,No,Savings,GT Bank,High,9,32 - 36,Low - 60.17,Norm,0,Validation,1,1,0,1,1,1,0.34367195,0.65238469,0.57453604,0.69669737,0.6921395,0.36093735,0.68175483,0.292291698,0.463769362,0.527089233,0.601919012,0.467277576,0.263311569,0.621798516,,,0.608970109,,,0.259709634,,0.244601418,0.538555216,0.535009472,0.59416792,0.591080943,0.252589186,0.598975479,0.16530379,0.68364223,0.71385968,0.67766374,0.68711324,0.16615387,0.68406743,0.248849902,0.531887172,0.510006978,0.547303524,0.695670234,0.262592283,0.68494508,0.44865199,0.551348011,Good
Training Set for Newloandemo_4344,Good,15,Yes,Savings,Access Bank,High,9,28 - 32,61.13 - High,Norm,0,Training,1,1,0,1,1,1,0.40275316,0.7063905,0.7032412,0.71919441,0.7172907,0.42611179,0.70892287,0.31304958,0.501989783,0.57665819,0.563843922,0.5868367,0.358166763,0.634976685,,,0.57645363,,,0.096044826,,0.087050452,0.498044644,0.624456115,0.490428992,0.021631464,0.063058485,0.032981279,0.08499891,0.35030632,0.45508948,0.24484078,0.13935081,0.07210241,0.12317343,0.265682012,0.546716296,0.457445258,0.505565556,0.440268172,0.289637446,0.413283389,0.203522444,0.796477556,Good
Training Set for Newloandemo_4344,Good,30,No,Savings,First Bank,Med,2,28 - 32,Low - 60.17,Norm,0,Training,1,1,1,1,1,1,0.15900487,0.40343904,0.43358839,0.39307293,0.48534735,0.17537406,0.47817924,0.23105609,0.394061841,0.56542496,0.404977104,0.581909874,0.2656847,0.613697618,,,0.419176878,,,0.183580487,,0.223066484,0.504856268,0.491780434,0.517412958,0.324309183,0.231213276,0.401646936,0.14851886,0.50003943,0.45250642,0.41664431,0.58628689,0.11069741,0.56528847,0.215625338,0.505152594,0.508422959,0.502389428,0.577828066,0.226448487,0.576989421,0.474542344,0.525457656,Good
Training Set for Newloandemo_4344,Good,15,No,Other,UBA,High,3,28 - 32,Low - 60.17,Norm,0,Training,1,1,1,1,1,1,0.13768513,0.36371972,0.27688306,0.3162958,0.36285007,0.14961174,0.3595786,0.142272208,0.282140304,0.31015422,0.312448489,0.554382848,0.206842598,0.335993552,,,0.360129181,,,0.200735662,,0.098450094,0.412565275,0.290359262,0.179579833,0.258117142,0.101293657,0.102011558,0.06680624,0.31103322,0.23576832,0.27884938,0.22829662,0.16506081,0.2014555,0.124704123,0.340264522,0.310712701,0.356951681,0.357811953,0.118310198,0.337506366,0.142568522,0.857431478,Good
Training Set for Newloandemo_4344,Good,15,No,Other,UBA,Low,3,36 - High,Low - 60.17,Norm,0,Training,1,1,0,1,1,1,0.09824699,0.28073927,0.26842637,0.24166325,0.30324897,0.10529165,0.30159098,0.13420678,0.380759152,0.315988197,0.386546434,0.168090676,0.118226397,0.168610999,,,0.429342398,,,0.154428498,,0.143529526,0.419674218,0.446526548,0.354329185,0.322738443,0.152092721,0.171412627,0.16563541,0.19292115,0.23198761,0.14549561,0.08565787,0.13650625,0.08351684,0.160901026,0.416028767,0.347041701,0.388806859,0.348097565,0.164701123,0.34858224,0.085595503,0.914404497,Good
Training Set for Newloandemo_4344,Good,30,No,Other,GT Bank,Med,6,28 - 32,Low - 60.17,Norm,0,Validation,1,1,1,1,1,1,0.08889323,0.25831692,0.27340849,0.25041667,0.32471849,0.09713921,0.30900007,0.213625809,0.392737823,0.373604366,0.399567484,0.497068151,0.141782681,0.272737278,,,0.418606095,,,0.171248606,,0.175063843,0.404779005,0.219709819,0.398494289,2.75315E-05,0.182192901,0.026725849,0.16537834,0.2203529,0.20466364,0.17845602,0.34189316,0.16411576,0.3188278,0.175888308,0.435290781,0.434489681,0.412972658,0.458743434,0.184532077,0.439139336,0.48691238,0.51308762,Good
Training Set for Newloandemo_4344,Bad,30,No,Other,Skye Bank,Med,2,Low - 28,Low - 60.17,Norm,1,Validation,1,3.586726998,1,4,1,1,0.13312998,0.35359394,0.29169134,0.24803671,0.34870179,0.15392155,0.32834649,0.13985119,0.397974649,0.436023906,0.404014263,0.624380761,0.274651771,0.596827888,,,0.329711563,,,0.355029784,,0.187824567,0.478587414,0.512456868,0.435558368,0.630284816,0.220541864,0.693162054,0.16387911,0.28232017,0.31007935,0.21374565,0.56430326,0.20071822,0.55130653,0.173211013,0.45039534,0.428907423,0.409026967,0.613935336,0.19221379,0.633099663,0.721355023,0.278644977,Bad
Training Set for Newloandemo_4344,Good,15,No,Other,FCMB,Low,3,28 - 32,60.17 - 60.23,Norm,0,Validation,1,1,1,1,1,1,0.14895793,0.38526352,0.44353069,0.36919516,0.37809664,0.14899644,0.37385407,0.143015041,0.485287792,0.461981655,0.337955491,0.392764077,0.195672345,0.358207202,,,0.315151413,,,0.084043543,,0.147452855,0.230472413,0.158845118,0.35303226,0.093604658,0.152087081,0.112108283,0.16452788,0.35690668,0.3110626,0.28670158,0.20074014,0.13056472,0.17124525,0.176144726,0.444327391,0.428907423,0.40797752,0.246095614,0.186837702,0.196385254,0.30827983,0.69172017,Good
